mnemonic,unit,value,descr,API,file,MaxDepth
MRT,DEGF,150.0,Maximum Recorded Temperature,0508107656,0508107656_2845600.las,6700.5
BHT,DEGF,99.0,Bottom Hole Temperature (used in calculations),0508107658,0508107658_2892654.las,2809.5
MRT2,,,Maximum Recorded Temperature 2,0508107658,0508107658_2892654.las,2809.5
MRT1,DEGF,99.0,Maximum Recorded Temperature 1,0508107658,0508107658_2892654.las,2809.5
BHT,DEGF,99.0,Bottom Hole Temperature (used in calculations),0508107658,0508107658_2892655.las,2803.5
MRT2,,,Maximum Recorded Temperature 2,0508107658,0508107658_2892655.las,2803.5
MRT1,DEGF,99.0,Maximum Recorded Temperature 1,0508107658,0508107658_2892655.las,2803.5
BHT,DEGF,99.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892850.las,3140.0
MRT,DEGF,99.0,Maximum Recorded Temperature,0508107659,0508107659_2892850.las,3140.0
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892851.las,4479.5
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892851.las,4479.5
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892853.las,4055.0
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892853.las,4055.0
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892855.las,4490.0
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892855.las,4490.0
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892856.las,3862.5
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892856.las,3862.5
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892857.las,4542.5
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892857.las,4542.5
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892858.las,4488.0
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892858.las,4488.0
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892859.las,3858.0
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892859.las,3858.0
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892860.las,4337.0
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892860.las,4337.0
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892861.las,4495.0
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892861.las,4495.0
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892862.las,3917.0
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892862.las,3917.0
BHT,DEGF,127.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892863.las,4443.5
MRT,DEGF,127.0,Maximum Recorded Temperature,0508107659,0508107659_2892863.las,4443.5
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892865.las,3271.0
MRT,,,Maximum Recorded Temperature,0508107659,0508107659_2892865.las,3271.0
BHT,DEGF,98.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892866.las,3271.5
MRT,DEGF,98.0,Maximum Recorded Temperature,0508107659,0508107659_2892866.las,3271.5
BHT,DEGF,98.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892868.las,1914.0
MRT,DEGF,98.0,Maximum Recorded Temperature,0508107659,0508107659_2892868.las,1914.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892869.las,3270.0
MRT,,,Maximum Recorded Temperature,0508107659,0508107659_2892869.las,3270.0
BHT,DEGF,98.0,Bottom Hole Temperature (used in calculations),0508107659,0508107659_2892870.las,3271.0
MRT,DEGF,98.0,Maximum Recorded Temperature,0508107659,0508107659_2892870.las,3271.0
BHT,DEGF,155.0,Bottom Hole Temperature (used in calculations),0508107661,0508107661_2792621.las,6408.0
MRT,DEGF,155.0,Maximum Recorded Temperature,0508107661,0508107661_2792621.las,6408.0
BHT,DEGF,186.0,Bottom Hole Temperature (used in calculations),0508107661,0508107661_2792622.las,8379.0
MRT,DEGF,186.0,Maximum Recorded Temperature,0508107661,0508107661_2792622.las,8379.0
BHT,DEGF,212.0,Bottom Hole Temperature,0508107664,0508107664_2869397.las,8721.5
MRT,DEGF,-999.25,Maximum Recorded Temperature,0508107664,0508107664_2869397.las,8721.5
