mnemonic,unit,value,descr,API,file,MaxDepth
BHT,DEGF,229.0,Bottom Hole Temperature,0504510248,0504510248_2390456.LAS,8382.0
MRT,DEGF,228.0,Maximum Recorded Temperature,0504510248,0504510248_2390456.LAS,8382.0
BHT,DEGF,154.0,Bottom Hole Temperature (used in calculations),0504510252,0504510252_2282755.LAS,7596.5
MRT,DEGF,154.0,Maximum Recorded Temperature,0504510252,0504510252_2282755.LAS,7596.5
BHT,DEGF,190.0,Bottom Hole Temperature (used in calculations),0504510252,0504510252_2289638.LAS,7584.0
MRT,,,Maximum Recorded Temperature,0504510252,0504510252_2289638.LAS,7584.0
BHT,DEGF,223.0,Bottom Hole Temperature,0504510253,0504510253_2381710.LAS,8179.0
MRT,DEGF,223.0,Maximum Recorded Temperature,0504510253,0504510253_2381710.LAS,8179.0
BHT,DEGF,242.0,Bottom Hole Temperature,0504510254,0504510254_2322916.LAS,8476.0
MRT,DEGF,242.0,Maximum Recorded Temperature,0504510254,0504510254_2322916.LAS,8476.0
BHT,DEGF,238.0,Bottom Hole Temperature,0504510255,0504510255_2367867.LAS,8458.0
MRT,DEGF,234.0,Maximum Recorded Temperature,0504510255,0504510255_2367867.LAS,8458.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510256,0504510256_2225058.LAS,8354.0
MRT,DEGF,234.0,Maximum Recorded Temperature,0504510256,0504510256_2225058.LAS,8354.0
BHT,DEGF,171.0,Bottom Hole Temperature (used in calculations),0504510257,0504510257_2230068.LAS,7632.0
MRT,DEGF,171.0,Maximum Recorded Temperature,0504510257,0504510257_2230068.LAS,7632.0
BHT:1,,165 F,Bottom Hole Temperature,0504510258,0504510258_2770592.las,5824.0
MRT:1,,165 F,Max Recorded Temperature,0504510258,0504510258_2770592.las,5824.0
BHT:2,,,Bottom Hole Temperature,0504510258,0504510258_2770592.las,5824.0
MRT:2,,,Max Recorded Temperature,0504510258,0504510258_2770592.las,5824.0
BHT:3,,,Bottom Hole Temperature,0504510258,0504510258_2770592.las,5824.0
MRT:3,,,Max Recorded Temperature,0504510258,0504510258_2770592.las,5824.0
BHT:1,,165 F,Bottom Hole Temperature,0504510258,0504510258_2770593.las,5824.0
MRT:1,,165 F,Max Recorded Temperature,0504510258,0504510258_2770593.las,5824.0
BHT:2,,,Bottom Hole Temperature,0504510258,0504510258_2770593.las,5824.0
MRT:2,,,Max Recorded Temperature,0504510258,0504510258_2770593.las,5824.0
BHT:3,,,Bottom Hole Temperature,0504510258,0504510258_2770593.las,5824.0
MRT:3,,,Max Recorded Temperature,0504510258,0504510258_2770593.las,5824.0
BHT,DEGF,214.0,Bottom Hole Temperature (used in calculations),0504510259,0504510259_2318869.LAS,7654.0
MRT,DEGF,214.0,Maximum Recorded Temperature,0504510259,0504510259_2318869.LAS,7654.0
BHT,DEGF,216.0,Bottom Hole Temperature,0504510260,0504510260_2404334.LAS,8806.0
MRT,DEGF,216.0,Maximum Recorded Temperature,0504510260,0504510260_2404334.LAS,8806.0
BHT,DEGF,210.0,Bottom Hole Temperature (used in calculations),0504510261,0504510261_2370363.LAS,8790.5
MRT,,,Maximum Recorded Temperature,0504510261,0504510261_2370363.LAS,8790.5
BHT,DEGF,210.0,Bottom Hole Temperature,0504510261,0504510261_2386988.LAS,8791.0
MRT,DEGF,0.0,Maximum Recorded Temperature,0504510261,0504510261_2386988.LAS,8791.0
BHT,DEGF,90.0,Bottom Hole Temperature (used in calculations),0504510262,0504510262_2340709.LAS,1236.0
MRT,DEGF,90.0,Maximum Recorded Temperature,0504510262,0504510262_2340709.LAS,1236.0
BHT,DEGF,158.0,Bottom Hole Temperature (used in calculations),0504510262,0504510262_2357453.LAS,7795.0
MRT,DEGF,158.0,Maximum Recorded Temperature,0504510262,0504510262_2357453.LAS,7795.0
BHT,DEGF,81.0,Bottom Hole Temperature (used in calculations),0504510263,0504510263_2347147.LAS,1276.5
MRT,DEGF,81.0,Maximum Recorded Temperature,0504510263,0504510263_2347147.LAS,1276.5
BHT,DEGF,60.0,Bottom Hole Temperature (used in calculations),0504510263,0504510263_2391248.LAS,415.5
MRT,DEGF,60.0,Maximum Recorded Temperature,0504510263,0504510263_2391248.LAS,415.5
BHT,DEGF,150.0,Bottom Hole Temperature (used in calculations),0504510264,0504510264_2263261.LAS,6940.0
MRT,DEGF,150.0,Maximum Recorded Temperature,0504510264,0504510264_2263261.LAS,6940.0
BHT,DEGF,86.0,Bottom Hole Temperature (used in calculations),0504510264,0504510264_2397715.LAS,1246.5
MRT,DEGF,86.0,Maximum Recorded Temperature,0504510264,0504510264_2397715.LAS,1246.5
MRT,,200 F,MAXIMUM RECORDED TEMPERATURE,0504510265,0504510265_2585232.las,7350.0
BHT,DegF,70.0,Bottom Hole Temp,0504510266,0504510266_2408435.LAS,8491.716
MRT,DegF,32.0,Max Recorded Temp,0504510266,0504510266_2408435.LAS,8491.716
MRT,,212 F,MAXIMUM RECORDED TEMPERATURE,0504510267,0504510267_2585222.las,7470.0
MRT,,228 F,MAXIMUM RECORDED TEMPERATURE,0504510272,0504510272_2755578.las,8325.0
BHT,DegF,70.0,Bottom Hole Temp,0504510274,0504510274_2384444.LAS,8294.783
MRT,DegF,32.0,Max Recorded Temp,0504510274,0504510274_2384444.LAS,8294.783
MRT,,228 F,MAXIMUM RECORDED TEMPERATURE,0504510276,0504510276_2753410.las,7715.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510283,0504510283_2241334.LAS,7994.0
MRT,DEGF,227.0,Maximum Recorded Temperature,0504510283,0504510283_2241334.LAS,7994.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510284,0504510284_2236654.LAS,8107.0
MRT,DEGF,*******,Maximum Recorded Temperature,0504510284,0504510284_2236654.LAS,8107.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510284,0504510284_2252193.LAS,8091.0
MRT,DEGF,227.0,Maximum Recorded Temperature,0504510284,0504510284_2252193.LAS,8091.0
BHT:1,,,Bottom Hole Temperature,0504510291,0504510291_2585350.las,6891.0
MRT:1,,,Max Recorded Temperature,0504510291,0504510291_2585350.las,6891.0
BHT:2,,,Bottom Hole Temperature,0504510291,0504510291_2585350.las,6891.0
MRT:2,,,Max Recorded Temperature,0504510291,0504510291_2585350.las,6891.0
BHT:3,,,Bottom Hole Temperature,0504510291,0504510291_2585350.las,6891.0
MRT:3,,,Max Recorded Temperature,0504510291,0504510291_2585350.las,6891.0
BHT,DEGF,179.0,Bottom Hole Temperature (used in calculations),0504510292,0504510292_2387010.LAS,8356.0
MRT,DEGF,179.0,Maximum Recorded Temperature,0504510292,0504510292_2387010.LAS,8356.0
BHT,DEGF,223.0,Bottom Hole Temperature,0504510293,0504510293_2234114.LAS,8339.0
MRT,DEGF,223.0,Maximum Recorded Temperature,0504510293,0504510293_2234114.LAS,8339.0
BHT,DEGF,154.0,Bottom Hole Temperature (used in calculations),0504510294,0504510294_2343500.LAS,7909.0
MRT,DEGF,154.0,Maximum Recorded Temperature,0504510294,0504510294_2343500.LAS,7909.0
BHT,DEGF,97.0,Bottom Hole Temperature (used in calculations),0504510295,0504510295_2246951.LAS,1230.0
MRT,DEGF,97.0,Maximum Recorded Temperature,0504510295,0504510295_2246951.LAS,1230.0
BHT,DEGF,229.0,Bottom Hole Temperature,0504510295,0504510295_2349741.LAS,8315.0
MRT,DEGF,229.0,Maximum Recorded Temperature,0504510295,0504510295_2349741.LAS,8315.0
BHTEMP,degF,187.0,Bottom Hole Temperature,0504510298,0504510298_2585212.las,7056.0
MRT,degF,187.0,Maximum Recorded Temperature,0504510298,0504510298_2585212.las,7056.0
MRT,,231 F,MAXIMUM RECORDED TEMPERATURE,0504510299,0504510299_2757457.las,6960.0
BHT,DEGF,182.0,Bottom Hole Temperature (used in calculations),0504510304,0504510304_2233790.LAS,6275.0
MRT,DEGF,182.0,Maximum Recorded Temperature,0504510304,0504510304_2233790.LAS,6275.0
BHT,DEGF,185.0,Bottom Hole Temperature,0504510304,0504510304_2285977.LAS,6287.0
MRT,DEGF,185.0,Maximum Recorded Temperature,0504510304,0504510304_2285977.LAS,6287.0
BHT,DEGF,88.0,Bottom Hole Temperature (used in calculations),0504510305,0504510305_2224322.LAS,1230.0
MRT,DEGF,88.0,Maximum Recorded Temperature,0504510305,0504510305_2224322.LAS,1230.0
BHT,DEGF,165.0,Bottom Hole Temperature (used in calculations),0504510305,0504510305_2346791.LAS,6681.5
MRT,DEGF,165.0,Maximum Recorded Temperature,0504510305,0504510305_2346791.LAS,6681.5
BHT,DEGF,173.0,Bottom Hole Temperature (used in calculations),0504510306,0504510306_2261761.LAS,8099.0
MRT,DEGF,173.0,Maximum Recorded Temperature,0504510306,0504510306_2261761.LAS,8099.0
BHT,DEGF,215.0,Bottom Hole Temperature,0504510307,0504510307_2266570.LAS,7963.0
MRT,DEGF,215.0,Maximum Recorded Temperature,0504510307,0504510307_2266570.LAS,7963.0
BHT,DEGF,164.0,Bottom Hole Temperature (used in calculations),0504510308,0504510308_2330858.LAS,7674.0
MRT,DEGF,164.0,Maximum Recorded Temperature,0504510308,0504510308_2330858.LAS,7674.0
BHT,DEGF,247.0,Bottom Hole Temperature (used in calculations),0504510309,0504510309_2581288.LAS,10344.0
MRT,DEGF,247.0,Maximum Recorded Temperature,0504510309,0504510309_2581288.LAS,10344.0
BHT,DEGF,211.0,Bottom Hole Temperature (used in calculations),0504510309,0504510309_2581289.LAS,10437.5
MRT,DEGF,211.0,Maximum Recorded Temperature,0504510309,0504510309_2581289.LAS,10437.5
BHT,DEGF,283.0,Bottom Hole Temperature (used in calculations),0504510309,0504510309_2581290.LAS,12217.0
MRT,DEGF,283.0,Maximum Recorded Temperature,0504510309,0504510309_2581290.LAS,12217.0
BHT,DEGF,211,Bottom     Hole     Temperature     (used     in     calculations),0504510309,0504510309_2581291.LAS,10437.5
MRT,DEGF,211,Maximum     Recorded     Temperature,0504510309,0504510309_2581291.LAS,10437.5
BHT,DEGF,245.0,Bottom Hole Temperature (used in calculations),0504510309,0504510309_2581292.LAS,10332.0
MRT,DEGF,283.0,Maximum Recorded Temperature,0504510309,0504510309_2581292.LAS,10332.0
BHT,DEGF,166.0,Bottom Hole Temperature (used in calculations),0504510310,0504510310_2268030.LAS,2840.0
MRT,DEGF,166.0,Maximum Recorded Temperature,0504510310,0504510310_2268030.LAS,2840.0
BHT,DEGF,166.0,Bottom Hole Temperature (used in calculations),0504510310,0504510310_2336929.LAS,7763.5
MRT,DEGF,166.0,Maximum Recorded Temperature,0504510310,0504510310_2336929.LAS,7763.5
BHT,DEGF,191.0,Bottom Hole Temperature (used in calculations),0504510311,0504510311_2344979.LAS,9888.0
MRT,DEGF,191.0,Maximum Recorded Temperature,0504510311,0504510311_2344979.LAS,9888.0
BHT,,254 F,BOTTOMHOLE TEMPERATURE,0504510314,0504510314_2761193.las,10378.0
MRT,,254 F,MAXIMUM RECORDED TEMPERATURE,0504510314,0504510314_2761193.las,10378.0
MRT,,283 F,MAXIMUM RECORDED TEMPERATURE,0504510314,0504510314_2761194.las,10260.0
BHT:1,,,Bottom Hole Temperature,0504510316,0504510316_2585352.las,6787.0
MRT:1,,,Max Recorded Temperature,0504510316,0504510316_2585352.las,6787.0
BHT:2,,,Bottom Hole Temperature,0504510316,0504510316_2585352.las,6787.0
MRT:2,,,Max Recorded Temperature,0504510316,0504510316_2585352.las,6787.0
BHT:3,,,Bottom Hole Temperature,0504510316,0504510316_2585352.las,6787.0
MRT:3,,,Max Recorded Temperature,0504510316,0504510316_2585352.las,6787.0
MRT,,220 F,MAXIMUM RECORDED TEMPERATURE,0504510317,0504510317_2588611.las,6670.0
BHT,DEGF,183.0,Bottom Hole Temperature (used in calculations),0504510319,0504510319_2380250.LAS,9239.0
MRT,DEGF,183.0,Maximum Recorded Temperature,0504510319,0504510319_2380250.LAS,9239.0
BHT,DegF,32.0,Bottom Hole Temp,0504510329,0504510329_2651195.las,7813.32
MRT,DegF,32.0,Max Recorded Temp,0504510329,0504510329_2651195.las,7813.32
BHT,DegF,32.0,Bottom Hole Temp,0504510330,0504510330_2764435.las,7744.094
MRT,DegF,32.0,Max Recorded Temp,0504510330,0504510330_2764435.las,7744.094
BHT,DEGF,199.0,Bottom Hole Temperature (used in calculations),0504510334,0504510334_2392982.LAS,8574.0
MRT,DEGF,201.0,Maximum Recorded Temperature,0504510334,0504510334_2392982.LAS,8574.0
BHTEMP,degF,172.0,Bottom Hole Temperature,0504510340,0504510340_2231062.LAS,7714.5
MRT,degF,172.0,Maximum Recorded Temperature,0504510340,0504510340_2231062.LAS,7714.5
BHT,DEGF,156.0,Bottom Hole Temperature (used in calculations),0504510348,0504510348_2249581.LAS,7167.0
MRT,DEGF,156.0,Maximum Recorded Temperature,0504510348,0504510348_2249581.LAS,7167.0
BHT,DEGF,156.0,Bottom Hole Temperature (used in calculations),0504510348,0504510348_2340618.LAS,7167.0
MRT,DEGF,156.0,Maximum Recorded Temperature,0504510348,0504510348_2340618.LAS,7167.0
BHT,DEGF,193.0,Bottom Hole Temperature,0504510351,0504510351_2367818.LAS,7275.0
MRT,DEGF,193.0,Maximum Recorded Temperature,0504510351,0504510351_2367818.LAS,7275.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510351,0504510351_2392428.LAS,7050.0
MRT,,,Maximum Recorded Temperature,0504510351,0504510351_2392428.LAS,7050.0
BHT,DEGF,207.0,Bottom Hole Temperature (used in calculations),0504510353,0504510353_2353993.LAS,6907.5
MRT,DEGF,207.0,Maximum Recorded Temperature,0504510353,0504510353_2353993.LAS,6907.5
BHT,DEGF,160.0,Bottom Hole Temperature (used in calculations),0504510354,0504510354_2398234.LAS,7091.5
MRT,DEGF,160.0,Maximum Recorded Temperature,0504510354,0504510354_2398234.LAS,7091.5
BHT,DEGF,92.0,Bottom Hole Temperature (used in calculations),0504510355,0504510355_2233201.LAS,1543.5
MRT,DEGF,92.0,Maximum Recorded Temperature,0504510355,0504510355_2233201.LAS,1543.5
BHT,DEGF,92.0,Bottom Hole Temperature (used in calculations),0504510355,0504510355_2332432.LAS,1543.0
MRT,DEGF,92.0,Maximum Recorded Temperature,0504510355,0504510355_2332432.LAS,1543.0
BHT,DEGF,105.0,Bottom Hole Temperature (used in calculations),0504510356,0504510356_2281190.LAS,1530.0
MRT,DEGF,105.0,Maximum Recorded Temperature,0504510356,0504510356_2281190.LAS,1530.0
BHT,DEGF,175.0,Bottom Hole Temperature (used in calculations),0504510356,0504510356_2311280.LAS,7056.5
MRT,DEGF,175.0,Maximum Recorded Temperature,0504510356,0504510356_2311280.LAS,7056.5
BHT,DEGF,185.0,Bottom Hole Temperature (used in calculations),0504510357,0504510357_2249759.LAS,6895.0
MRT,DEGF,185.0,Maximum Recorded Temperature,0504510357,0504510357_2249759.LAS,6895.0
BHT,DEGF,147.0,Bottom Hole Temperature (used in calculations),0504510358,0504510358_2341273.LAS,6788.0
MRT,DEGF,155.0,Maximum Recorded Temperature,0504510358,0504510358_2341273.LAS,6788.0
BHT,DEGF,155.0,Bottom Hole Temperature (used in calculations),0504510359,0504510359_2341951.LAS,6112.0
MRT,DEGF,155.0,Maximum Recorded Temperature,0504510359,0504510359_2341951.LAS,6112.0
BHT,DEGF,155.0,Bottom Hole Temperature (used in calculations),0504510359,0504510359_2371933.LAS,4218.0
MRT,DEGF,155.0,Maximum Recorded Temperature,0504510359,0504510359_2371933.LAS,4218.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510359,0504510359_2392683.LAS,7142.0
MRT,DEGF,200.0,Maximum Recorded Temperature,0504510359,0504510359_2392683.LAS,7142.0
BHT,DEGF,155.0,Bottom Hole Temperature (used in calculations),0504510359,0504510359_2410215.LAS,6112.0
MRT,DEGF,155.0,Maximum Recorded Temperature,0504510359,0504510359_2410215.LAS,6112.0
BHT,DEGF,164.0,Bottom Hole Temperature (used in calculations),0504510360,0504510360_2411913.LAS,7068.0
MRT,DEGF,164.0,Maximum Recorded Temperature,0504510360,0504510360_2411913.LAS,7068.0
BHT,DEGF,212.0,Bottom Hole Temperature,0504510361,0504510361_2245742.LAS,6506.0
MRT,DEGF,200.0,Maximum Recorded Temperature,0504510361,0504510361_2245742.LAS,6506.0
BHT,DEGF,114.0,Bottom Hole Temperature (used in calculations),0504510361,0504510361_2267008.LAS,1531.5
MRT,DEGF,114.0,Maximum Recorded Temperature,0504510361,0504510361_2267008.LAS,1531.5
BHT,DEGF,100.0,Bottom Hole Temperature (used in calculations),0504510362,0504510362_2239498.LAS,1551.0
MRT,,,Maximum Recorded Temperature,0504510362,0504510362_2239498.LAS,1551.0
BHT,DEGF,100.0,Bottom Hole Temperature (used in calculations),0504510362,0504510362_2293084.LAS,1551.0
MRT,,,Maximum Recorded Temperature,0504510362,0504510362_2293084.LAS,1551.0
MRT,,200 F,MAXIMUM RECORDED TEMPERATURE,0504510374,0504510374_2586656.las,6465.0
MRT,,200 F,MAXIMUM RECORDED TEMPERATURE,0504510375,0504510375_2699666.las,6496.0
MRT,,238 F,MAXIMUM RECORDED TEMPERATURE,0504510378,0504510378_2753301.las,8542.0
MRT,,210 F,MAXIMUM RECORDED TEMPERATURE,0504510381,0504510381_2725014.las,6580.0
MRT,,210 F,MAXIMUM RECORDED TEMPERATURE,0504510382,0504510382_2699723.las,6610.0
BHT,DEGF,182.0,Bottom Hole Temperature (used in calculations),0504510384,0504510384_2364451.LAS,7648.5
MRT,DEGF,182.0,Maximum Recorded Temperature,0504510384,0504510384_2364451.LAS,7648.5
MRT,,220 F,MAXIMUM RECORDED TEMPERATURE,0504510388,0504510388_2617681.las,7590.0
MRT,,230 F,MAXIMUM RECORDED TEMPERATURE,0504510389,0504510389_2585203.las,7802.0
MRT,degF,190.0,Maximum Recorded Temperature,0504510391,0504510391_2575926.LAS,7442.0
BHT,degF,190.0,BottomHole Temp,0504510391,0504510391_2575926.LAS,7442.0
BHT,DEGF,160.0,Bottom Hole Temperature (used in calculations),0504510396,0504510396_2267294.LAS,6934.5
MRT,DEGF,160.0,Maximum Recorded Temperature,0504510396,0504510396_2267294.LAS,6934.5
BHT,DEGF,212.0,Bottom Hole Temperature,0504510396,0504510396_2294655.LAS,9427.0
MRT,DEGF,0.0,Maximum Recorded Temperature,0504510396,0504510396_2294655.LAS,9427.0
BHT,DEGF,215.0,Bottom Hole Temperature,0504510397,0504510397_2260734.LAS,9445.0
MRT,DEGF,215.0,Maximum Recorded Temperature,0504510397,0504510397_2260734.LAS,9445.0
BHT,DEGF,90.0,Bottom Hole Temperature (used in calculations),0504510398,0504510398_2304492.LAS,1530.5
MRT,DEGF,90.0,Maximum Recorded Temperature,0504510398,0504510398_2304492.LAS,1530.5
BHT,DEGF,230.0,Bottom Hole Temperature (used in calculations),0504510399,0504510399_2269963.LAS,9569.5
MRT,DEGF,210.0,Maximum Recorded Temperature,0504510399,0504510399_2269963.LAS,9569.5
BHT,DEGF,230.0,Bottom Hole Temperature,0504510399,0504510399_2331800.LAS,9569.0
MRT,DEGF,210.0,Maximum Recorded Temperature,0504510399,0504510399_2331800.LAS,9569.0
MRT,,230 F,MAXIMUM RECORDED TEMPERATURE,0504510400,0504510400_2744268.las,7802.0
BHT,DEGF,108.0,Bottom Hole Temperature (used in calculations),0504510402,0504510402_2761113.las,3522.0
MRT,DEGF,108.0,Maximum Recorded Temperature,0504510402,0504510402_2761113.las,3522.0
BHT,DEGF,159.0,Bottom Hole Temperature (used in calculations),0504510403,0504510403_2223334.LAS,5511.0
MRT,DEGF,159.0,Maximum Recorded Temperature,0504510403,0504510403_2223334.LAS,5511.0
BHT,DEGF,167.0,Bottom Hole Temperature (used in calculations),0504510404,0504510404_2259509.LAS,5918.0
MRT,DEGF,167.0,Maximum Recorded Temperature,0504510404,0504510404_2259509.LAS,5918.0
BHT,DEGF,167.0,Bottom Hole Temperature (used in calculations),0504510404,0504510404_2387423.LAS,5918.0
MRT,DEGF,167.0,Maximum Recorded Temperature,0504510404,0504510404_2387423.LAS,5918.0
BHT,DEGF,168.0,Bottom Hole Temperature (used in calculations),0504510406,0504510406_2233189.LAS,6135.0
MRT,DEGF,168.0,Maximum Recorded Temperature,0504510406,0504510406_2233189.LAS,6135.0
BHT,DEGF,180.0,Bottom Hole Temperature,0504510407,0504510407_2288778.LAS,6040.0
MRT,DEGF,179.0,Maximum Recorded Temperature,0504510407,0504510407_2288778.LAS,6040.0
BHT,DEGF,190.0,Bottom Hole Temperature (used in calculations),0504510407,0504510407_2405304.LAS,6049.5
MRT,DEGF,179.0,Maximum Recorded Temperature,0504510407,0504510407_2405304.LAS,6049.5
BHT,DEGF,100.0,Bottom Hole Temperature (used in calculations),0504510408,0504510408_2258750.LAS,1563.5
MRT,DEGF,100.0,Maximum Recorded Temperature,0504510408,0504510408_2258750.LAS,1563.5
BHT,DEGF,190.0,Bottom Hole Temperature (used in calculations),0504510408,0504510408_2280978.LAS,6029.5
MRT,DEGF,178.0,Maximum Recorded Temperature,0504510408,0504510408_2280978.LAS,6029.5
BHT,DEGF,180.0,Bottom Hole Temperature,0504510408,0504510408_2337917.LAS,6032.0
MRT,DEGF,178.0,Maximum Recorded Temperature,0504510408,0504510408_2337917.LAS,6032.0
BHT,DEGF,185.0,Bottom Hole Temperature (used in calculations),0504510409,0504510409_2323681.LAS,6339.5
MRT,DEGF,185.0,Maximum Recorded Temperature,0504510409,0504510409_2323681.LAS,6339.5
BHT,DEGF,184.0,Bottom Hole Temperature,0504510409,0504510409_2411824.LAS,6330.0
MRT,DEGF,184.0,Maximum Recorded Temperature,0504510409,0504510409_2411824.LAS,6330.0
BHT,DEGF,179.0,Bottom Hole Temperature (used in calculations),0504510410,0504510410_2298800.LAS,6366.0
MRT,DEGF,179.0,Maximum Recorded Temperature,0504510410,0504510410_2298800.LAS,6366.0
BHT,DEGF,178.0,Bottom Hole Temperature,0504510410,0504510410_2401846.LAS,6350.0
MRT,DEGF,178.0,Maximum Recorded Temperature,0504510410,0504510410_2401846.LAS,6350.0
BHT,DEGF,177.0,Bottom Hole Temperature,0504510411,0504510411_2242798.LAS,6070.0
MRT,DEGF,177.0,Maximum Recorded Temperature,0504510411,0504510411_2242798.LAS,6070.0
BHT,DEGF,96.0,Bottom Hole Temperature (used in calculations),0504510411,0504510411_2256687.LAS,1563.5
MRT,DEGF,96.0,Maximum Recorded Temperature,0504510411,0504510411_2256687.LAS,1563.5
BHT,DEGF,182.0,Bottom Hole Temperature (used in calculations),0504510415,0504510415_2378946.LAS,6349.5
MRT,DEGF,182.0,Maximum Recorded Temperature,0504510415,0504510415_2378946.LAS,6349.5
BHT,DEGF,182.0,Bottom Hole Temperature,0504510415,0504510415_2390288.LAS,6338.0
MRT,DEGF,182.0,Maximum Recorded Temperature,0504510415,0504510415_2390288.LAS,6338.0
BHT,DEGF,176.0,Bottom Hole Temperature,0504510416,0504510416_2284365.LAS,6530.0
MRT,DEGF,176.0,Maximum Recorded Temperature,0504510416,0504510416_2284365.LAS,6530.0
BHT,DEGF,90.0,Bottom Hole Temperature (used in calculations),0504510417,0504510417_2313498.LAS,1550.5
MRT,DEGF,90.0,Maximum Recorded Temperature,0504510417,0504510417_2313498.LAS,1550.5
BHT,DEGF,212.0,Bottom Hole Temperature,0504510417,0504510417_2335239.LAS,6322.0
MRT,DEGF,182.0,Maximum Recorded Temperature,0504510417,0504510417_2335239.LAS,6322.0
BHT,DEGF,182.0,Bottom Hole Temperature (used in calculations),0504510417,0504510417_2342174.LAS,6334.5
MRT,DEGF,182.0,Maximum Recorded Temperature,0504510417,0504510417_2342174.LAS,6334.5
MRT,,220 F,MAXIMUM RECORDED TEMPERATURE,0504510418,0504510418_2699690.las,7264.0
MAXRECTEMP,degF,179.0,Maximum Recorded Temperature,0504510422,0504510422_2283198.LAS,7339.0
BOTTOMHOLETEMP,degF,179.0,BottomHole Temp,0504510422,0504510422_2283198.LAS,7339.0
BHT,DEGF,191.0,Bottom Hole Temperature (used in calculations),0504510426,0504510426_2591556.las,6911.5
MRT,DEGF,191.0,Maximum Recorded Temperature,0504510426,0504510426_2591556.las,6911.5
BHT,DEGF,231.0,Bottom Hole Temperature (used in calculations),0504510428,0504510428_2591553.las,8267.0
MRT,DEGF,231.0,Maximum Recorded Temperature,0504510428,0504510428_2591553.las,8267.0
BHT,DegF,32.0,Bottom Hole Temp,0504510432,0504510432_2761108.las,9714.977
MRT,DegF,32.0,Max Recorded Temp,0504510432,0504510432_2761108.las,9714.977
BHT,DEGF,206.0,Bottom Hole Temperature (used in calculations),0504510434,0504510434_2761073.las,6295.5
MRT,DEGF,207.0,Maximum Recorded Temperature,0504510434,0504510434_2761073.las,6295.5
BHT,DEGF,230.0,Bottom Hole Temperature (used in calculations),0504510438,0504510438_2248372.LAS,8734.0
MRT,DEGF,222.0,Maximum Recorded Temperature,0504510438,0504510438_2248372.LAS,8734.0
BHT,DegF,70.0,Bottom Hole Temp,0504510439,0504510439_2254560.LAS,8567.667
MRT,DegF,32.0,Max Recorded Temp,0504510439,0504510439_2254560.LAS,8567.667
BHTEMP,degF,175.0,Bottom Hole Temperature,0504510440,0504510440_2241096.LAS,7620.5001
MRT,degF,175.0,Maximum Recorded Temperature,0504510440,0504510440_2241096.LAS,7620.5001
BHTEMP,degF,182.0,Bottom Hole Temperature,0504510441,0504510441_2255764.LAS,7814.75
MRT,degF,182.0,Maximum Recorded Temperature,0504510441,0504510441_2255764.LAS,7814.75
BHTEMP,degF,183.0,Bottom Hole Temperature,0504510442,0504510442_2268856.LAS,7698.7501
MRT,degF,183.0,Maximum Recorded Temperature,0504510442,0504510442_2268856.LAS,7698.7501
MRT,,240 F,MAXIMUM RECORDED TEMPERATURE,0504510443,0504510443_2725051.las,7924.58
BHT,DEGF,223.0,Bottom Hole Temperature (used in calculations),0504510447,0504510447_2308378.LAS,8564.5
MRT,DEGF,223.0,Maximum Recorded Temperature,0504510447,0504510447_2308378.LAS,8564.5
BHT,DEGF,218.0,Bottom Hole Temperature (used in calculations),0504510447,0504510447_2384334.LAS,8652.0
MRT,DEGF,218.0,Maximum Recorded Temperature,0504510447,0504510447_2384334.LAS,8652.0
BHT,DEGF,86.0,Bottom Hole Temperature (used in calculations),0504510447,0504510447_2404707.LAS,1524.5
MRT,DEGF,86.0,Maximum Recorded Temperature,0504510447,0504510447_2404707.LAS,1524.5
BHT,DEGF,181.0,Bottom Hole Temperature,0504510448,0504510448_2321323.LAS,6730.0
MRT,DEGF,181.0,Maximum Recorded Temperature,0504510448,0504510448_2321323.LAS,6730.0
BHT,DEGF,181.0,Bottom Hole Temperature (used in calculations),0504510448,0504510448_2338292.LAS,6743.5
MRT,DEGF,181.0,Maximum Recorded Temperature,0504510448,0504510448_2338292.LAS,6743.5
BHT,DEGF,212.0,Bottom Hole Temperature,0504510449,0504510449_2251268.LAS,6977.0
MRT,DEGF,*******,Maximum Recorded Temperature,0504510449,0504510449_2251268.LAS,6977.0
BHT,DEGF,211.99986,Bottom Hole Temperature (used in calculations),0504510449,0504510449_2314364.LAS,6965.5
MRT,,,Maximum Recorded Temperature,0504510449,0504510449_2314364.LAS,6965.5
BHT,DEGF,212.0,Bottom Hole Temperature,0504510454,0504510454_2296595.LAS,7789.0
MRT,DEGF,*******,Maximum Recorded Temperature,0504510454,0504510454_2296595.LAS,7789.0
MRT,,212 F,MAXIMUM RECORDED TEMPERATURE,0504510456,0504510456_2725050.las,6666.0
MRT,,220 F,MAXIMUM RECORDED TEMPERATURE,0504510457,0504510457_2725800.las,6735.0
MRT,,212 F,MAXIMUM RECORDED TEMPERATURE,0504510459,0504510459_2585198.las,6552.0
BHT,DEGF,154.0,Bottom Hole Temperature (used in calculations),0504510461,0504510461_2249185.LAS,6417.5
