DEPT,GR,GRTO,POTA,THOR,URAN
808.5,6.9715,7.4868,0.0708,0.2124,1.1362
809.0,7.9934,7.7618,0.0696,0.2212,1.2006
809.5,9.6819,8.595,0.0728,0.244,1.37
810.0,11.0226,8.9919,0.0651,0.2555,1.4836
810.5,10.6312,8.7425,0.0532,0.2474,1.4765
811.0,8.8847,9.0735,0.0489,0.2513,1.5419
811.5,7.5295,9.2038,0.0474,0.2537,1.5438
812.0,6.9208,9.7931,0.0542,0.2515,1.6235
812.5,6.8991,9.9224,0.0526,0.2429,1.6457
813.0,7.9644,9.5275,0.0506,0.2248,1.5822
813.5,8.9499,9.2941,0.0529,0.2009,1.5518
814.0,8.0151,8.3417,0.0513,0.1471,1.3871
814.5,7.2976,7.8735,0.0567,0.1265,1.2811
815.0,7.3629,7.997,0.0792,0.1009,1.2566
815.5,7.6527,7.987,0.1037,0.0701,1.2022
816.0,8.7833,8.4399,0.1286,0.0939,1.2179
816.5,9.7761,8.5286,0.1339,0.1045,1.2104
817.0,10.0297,8.7134,0.143,0.1352,1.1732
817.5,10.537,8.8019,0.1471,0.156,1.1415
818.0,10.1384,8.8831,0.1599,0.1711,1.1012
818.5,8.3412,9.0243,0.1682,0.2174,1.0879
819.0,7.5658,9.3157,0.1824,0.2775,1.0872
819.5,10.2689,9.7161,0.2016,0.3759,1.0527
820.0,12.4502,9.9345,0.2131,0.4714,0.9836
820.5,11.2835,9.1193,0.2001,0.4627,0.8561
821.0,10.8849,8.7881,0.1938,0.4346,0.799
821.5,10.6167,8.258,0.1802,0.4102,0.7503
822.0,9.9645,8.493,0.1904,0.451,0.7549
822.5,10.5877,9.2169,0.2119,0.5521,0.7909
823.0,10.5877,8.613,0.2024,0.5732,0.7251
823.5,9.7036,8.8298,0.2097,0.6033,0.7296
824.0,8.3412,8.0697,0.1908,0.5774,0.6415
824.5,7.5875,7.6364,0.1816,0.6001,0.5729
825.0,9.2326,7.8057,0.1715,0.6646,0.5851
825.5,10.9791,7.8242,0.1557,0.701,0.6137
826.0,10.6747,8.2408,0.1388,0.737,0.7247
826.5,10.2544,8.3659,0.1258,0.728,0.8197
827.0,11.4284,7.7751,0.1217,0.6558,0.8014
827.5,12.0371,7.4985,0.1224,0.6109,0.7897
828.0,11.4864,7.2101,0.1261,0.6185,0.7239
828.5,10.4646,6.891,0.1263,0.5996,0.6728
829.0,9.6891,7.131,0.1422,0.619,0.6689
829.5,8.7543,7.0904,0.1541,0.6156,0.6502
830.0,9.2326,7.6178,0.1725,0.6293,0.7096
830.5,10.1892,7.9792,0.1922,0.6434,0.7344
831.0,10.1239,7.5691,0.1897,0.604,0.6853
831.5,9.9355,7.4869,0.1974,0.606,0.6623
832.0,8.9644,7.9221,0.2088,0.6092,0.7198
832.5,9.2471,8.9807,0.2268,0.6488,0.8623
833.0,11.5443,10.033,0.2426,0.6483,1.0136
833.5,12.6676,9.7902,0.2301,0.5997,1.0108
834.0,12.6096,10.0399,0.2463,0.597,1.0195
834.5,13.9648,9.7036,0.2433,0.556,0.9799
835.0,13.2474,8.9478,0.2308,0.5099,0.8931
835.5,10.1312,7.742,0.2013,0.4405,0.7746
836.0,8.6818,6.5286,0.1693,0.3852,0.6436
836.5,8.2325,6.5297,0.1741,0.4362,0.5933
837.0,7.9571,7.474,0.1955,0.5482,0.6545
837.5,7.689,7.5995,0.1906,0.6214,0.6435
838.0,7.2904,7.2442,0.1711,0.6245,0.6172
838.5,6.9063,6.8634,0.1502,0.5896,0.5968
839.0,7.3266,6.7279,0.1331,0.5912,0.5948
839.5,8.5659,7.4821,0.1312,0.6395,0.6795
840.0,9.2036,8.3884,0.1286,0.7159,0.7791
840.5,9.7761,8.5474,0.1167,0.7326,0.8065
841.0,10.3051,8.3019,0.1079,0.6889,0.7974
841.5,10.8486,7.7256,0.1002,0.6386,0.7393
842.0,10.9139,7.349,0.0968,0.5991,0.705
842.5,9.363,7.6741,0.1188,0.6277,0.6999
843.0,7.3846,7.8363,0.1404,0.6564,0.6579
843.5,7.9136,7.787,0.156,0.7,0.6025
844.0,9.8413,8.0691,0.1703,0.7898,0.5804
844.5,10.1892,8.4355,0.1832,0.8613,0.5693
845.0,9.5442,8.2375,0.1752,0.8247,0.5617
845.5,8.4789,7.9604,0.1667,0.7714,0.5483
846.0,8.0223,7.2352,0.1464,0.7013,0.4944
846.5,9.334,6.91,0.1336,0.6727,0.4681
847.0,9.2181,6.8029,0.1329,0.642,0.4481
847.5,8.4572,6.8066,0.1389,0.596,0.4454
848.0,9.0731,7.0462,0.1455,0.5507,0.4843
848.5,9.2688,7.4924,0.1572,0.5689,0.5333
849.0,9.1384,8.2479,0.1721,0.6239,0.6118
849.5,9.2326,8.7821,0.1881,0.617,0.6826
850.0,10.2471,9.3274,0.2049,0.6125,0.7532
850.5,10.0297,9.3489,0.2117,0.6054,0.7617
851.0,7.66,8.7174,0.203,0.5724,0.7188
851.5,7.2324,7.5218,0.1764,0.5218,0.6179
852.0,8.3485,6.7687,0.1531,0.4807,0.564
852.5,9.0007,6.4389,0.1362,0.4567,0.5629
853.0,8.9717,6.9919,0.1375,0.483,0.6374
853.5,7.4571,7.5945,0.1453,0.5003,0.7099
854.0,7.044,8.0265,0.1589,0.479,0.7571
854.5,8.1238,7.5836,0.1505,0.4436,0.7318
855.0,8.2832,7.2973,0.1429,0.4602,0.716
855.5,7.9861,6.8642,0.1298,0.4603,0.7005
856.0,8.0368,6.8039,0.1267,0.4311,0.7407
856.5,8.5804,6.8229,0.1302,0.4024,0.7668
857.0,9.6239,6.6947,0.1298,0.3607,0.7792
857.5,10.0442,7.1046,0.1338,0.4292,0.8219
858.0,10.4935,8.0108,0.1516,0.5368,0.9048
858.5,9.979,8.3726,0.1573,0.591,0.9423
859.0,8.834,8.1316,0.151,0.5617,0.9299
859.5,8.0876,7.317,0.1364,0.5145,0.8421
860.0,8.2253,6.4904,0.1137,0.477,0.7548
860.5,9.2688,6.3872,0.1062,0.4699,0.741
861.0,8.9934,6.0725,0.1024,0.4391,0.6909
861.5,7.9136,6.2669,0.1043,0.4407,0.7083
862.0,8.2832,6.4183,0.1094,0.4622,0.7117
862.5,10.066,6.608,0.1203,0.5028,0.7001
863.0,10.479,6.3696,0.1243,0.5075,0.6462
863.5,9.7761,6.5618,0.13,0.5223,0.6702
864.0,9.334,6.8773,0.1261,0.5474,0.7438
864.5,8.6238,7.6007,0.1271,0.5516,0.8788
865.0,8.6166,7.9858,0.1357,0.5311,0.9355
865.5,10.3776,7.2946,0.1381,0.428,0.8346
866.0,10.3124,6.4358,0.1335,0.39,0.6887
866.5,8.6746,6.2207,0.1313,0.4234,0.6434
867.0,8.0223,6.8099,0.1418,0.5409,0.6897
867.5,6.8918,7.7437,0.1572,0.6452,0.7998
868.0,6.457,8.5831,0.1697,0.6888,0.9162
868.5,7.0875,8.344,0.1634,0.614,0.9212
869.0,7.5513,8.0314,0.159,0.5773,0.8926
869.5,7.3484,7.4743,0.1466,0.5244,0.8247
870.0,6.9715,6.6936,0.1371,0.435,0.7216
870.5,7.4716,6.2054,0.1328,0.3791,0.653
871.0,7.9064,5.8528,0.1283,0.3426,0.6075
871.5,7.6962,6.3681,0.1367,0.3956,0.6577
872.0,8.1455,7.2094,0.1462,0.4469,0.7613
872.5,8.9427,7.4552,0.1438,0.4613,0.8007
873.0,9.4717,7.2808,0.1388,0.4349,0.7855
873.5,8.9572,6.8477,0.1302,0.4312,0.7191
874.0,8.131,6.8596,0.1269,0.48,0.6905
874.5,8.805,7.9279,0.1455,0.5935,0.7586
875.0,8.9789,8.283,0.1445,0.6356,0.7894
875.5,8.6963,8.3257,0.1373,0.6371,0.8235
876.0,9.2253,7.4544,0.1139,0.541,0.7724
876.5,9.7471,6.496,0.0988,0.4524,0.6739
877.0,9.7761,6.5572,0.103,0.46,0.659
877.5,8.8485,6.8527,0.1142,0.4798,0.6538
878.0,7.8846,7.2942,0.1271,0.5311,0.6585
878.5,7.7615,6.9609,0.1214,0.5209,0.6173
879.0,8.3847,6.6607,0.1168,0.4953,0.5941
879.5,9.8196,6.4429,0.1171,0.4742,0.5794
880.0,10.1602,6.6638,0.1253,0.4855,0.6216
880.5,8.4716,6.9229,0.1276,0.4966,0.6872
881.0,6.3555,6.9365,0.1253,0.4943,0.7355
881.5,6.4425,7.0939,0.122,0.4699,0.8018
882.0,8.4137,6.8026,0.1242,0.4365,0.7692
882.5,8.4499,6.5176,0.119,0.4044,0.7498
883.0,7.8267,6.4839,0.115,0.406,0.7533
883.5,8.7543,6.9672,0.1153,0.4354,0.8305
884.0,8.7615,7.83,0.1247,0.4615,0.957
884.5,8.2108,8.7891,0.141,0.5487,1.0588
885.0,7.2542,9.1746,0.1511,0.6286,1.0748
885.5,7.0295,9.2094,0.1517,0.7279,1.0298
886.0,6.8483,8.6624,0.1463,0.7382,0.9276
886.5,6.8411,7.6003,0.1279,0.6664,0.8113
887.0,7.6238,7.2806,0.1188,0.6181,0.7999
887.5,7.544,6.5841,0.1077,0.5049,0.7481
888.0,7.9281,6.8579,0.111,0.4823,0.7959
888.5,8.3702,6.6815,0.1104,0.4496,0.7783
889.0,8.6601,6.5322,0.1103,0.4274,0.753
889.5,9.0876,5.972,0.0981,0.404,0.6782
890.0,8.2542,5.399,0.0802,0.3761,0.6062
890.5,7.3919,5.6983,0.0784,0.4168,0.6135
891.0,7.4353,6.2831,0.077,0.4879,0.6587
891.5,7.8774,7.3802,0.0864,0.5889,0.7499
892.0,8.0803,7.2972,0.0805,0.5835,0.7405
892.5,8.6166,6.8002,0.0804,0.5507,0.6697
893.0,10.3341,6.2063,0.083,0.5206,0.5807
893.5,10.037,6.4707,0.0965,0.5605,0.575
894.0,8.3992,7.2317,0.1177,0.6396,0.6076
894.5,8.3847,8.2203,0.1419,0.7331,0.6669
895.0,9.8776,8.8763,0.1476,0.7544,0.7272
895.5,10.7109,8.7194,0.1442,0.6768,0.7262
896.0,10.9428,8.7077,0.1391,0.6046,0.7834
896.5,11.6893,8.7634,0.1301,0.5875,0.8487
897.0,11.5298,8.7906,0.1253,0.557,0.8918
897.5,10.3703,8.8741,0.1187,0.5208,0.9398
898.0,9.5804,7.9567,0.1079,0.4345,0.8543
898.5,8.9862,7.0903,0.1045,0.3594,0.7615
899.0,9.2036,6.9914,0.1119,0.3491,0.7255
899.5,10.0732,7.4436,0.131,0.3633,0.7605
900.0,8.8195,8.2781,0.1541,0.391,0.8443
900.5,7.6745,8.5486,0.1674,0.3861,0.8866
901.0,9.2108,8.0228,0.1628,0.3393,0.8577
901.5,9.921,7.7426,0.1575,0.3159,0.8548
902.0,8.3195,7.698,0.157,0.2983,0.8993
902.5,7.015,8.0417,0.1597,0.2816,1.0112
903.0,7.5948,8.4041,0.1527,0.265,1.1432
903.5,8.305,8.2561,0.1368,0.2088,1.1943
904.0,8.0513,8.2769,0.1251,0.2015,1.2429
904.5,9.334,7.587,0.1055,0.1878,1.1689
905.0,11.0298,6.9564,0.0935,0.1799,1.0985
905.5,9.7978,6.425,0.082,0.181,1.0327
906.0,7.6238,5.9685,0.0724,0.1858,0.9721
906.5,7.9644,6.4232,0.0788,0.2313,1.0106
907.0,9.3485,6.8016,0.0837,0.2707,1.045
907.5,9.3703,7.1264,0.088,0.2952,1.0729
908.0,9.2471,7.2185,0.0892,0.3138,1.0724
908.5,9.2616,6.6835,0.0755,0.3083,0.9892
909.0,8.7253,6.2603,0.0586,0.3146,0.9386
909.5,9.0587,6.6158,0.0493,0.3379,1.0116
910.0,8.6383,7.6292,0.0426,0.4095,1.1905
910.5,7.0947,8.2913,0.0385,0.4857,1.313
911.0,7.0585,7.6897,0.0314,0.4948,1.2051
911.5,9.2978,6.5228,0.0272,0.4479,1.0056
912.0,10.9428,6.734,0.0348,0.5106,0.984
912.5,10.1892,7.6887,0.0461,0.5896,1.0615
913.0,9.3195,8.6678,0.053,0.6887,1.1413
913.5,10.2689,9.4766,0.0623,0.7727,1.2047
914.0,12.356,9.1611,0.0665,0.7688,1.1433
914.5,12.2908,8.6947,0.0687,0.7463,1.0633
915.0,10.7472,9.1402,0.0752,0.7733,1.1054
915.5,9.7254,8.8406,0.069,0.724,1.0735
916.0,8.5441,8.8874,0.0689,0.6703,1.1022
916.5,8.6528,8.5178,0.0664,0.6039,1.0689
917.0,10.1312,7.7452,0.0599,0.512,0.9832
917.5,10.595,7.6787,0.0639,0.5,0.9597
918.0,10.1892,7.5602,0.0705,0.4818,0.9316
918.5,9.1239,7.8454,0.0863,0.4873,0.9447
919.0,8.4861,7.7265,0.101,0.457,0.9143
919.5,10.566,7.2209,0.1089,0.4164,0.83
920.0,10.9718,7.1219,0.1185,0.3949,0.8002
920.5,9.4935,7.2383,0.1322,0.3768,0.7664
921.0,8.8847,7.4849,0.147,0.3447,0.7574
921.5,9.5225,7.7813,0.1643,0.331,0.7478
922.0,8.6673,6.9893,0.1517,0.2652,0.6668
922.5,6.8701,6.1533,0.1339,0.2235,0.5907
923.0,5.6961,6.0943,0.1421,0.2292,0.5612
923.5,4.696,6.2302,0.1499,0.2446,0.557
924.0,5.1815,7.1385,0.1708,0.2948,0.6325
924.5,8.3774,8.2983,0.1937,0.3125,0.7571
925.0,10.7037,8.7141,0.1946,0.3263,0.8202
925.5,10.1892,8.5726,0.1949,0.3594,0.8017
926.0,8.3702,7.8856,0.1832,0.3866,0.7171
926.5,6.9788,7.1615,0.1664,0.3557,0.6542
927.0,6.8266,7.3634,0.1689,0.3651,0.7102
927.5,7.6527,7.3771,0.1663,0.3629,0.7586
928.0,8.6601,7.4935,0.1631,0.3652,0.8136
928.5,10.1239,7.5595,0.1516,0.366,0.8718
929.0,10.8052,7.821,0.1364,0.3792,0.9434
929.5,9.2833,7.7912,0.1207,0.4071,0.9578
930.0,8.1455,7.0591,0.1012,0.4203,0.8695
930.5,8.9065,6.7273,0.0914,0.4564,0.8188
931.0,8.7108,6.9513,0.0893,0.5426,0.8418
931.5,7.8339,7.7212,0.0967,0.5917,0.9561
932.0,9.1021,8.0457,0.0968,0.6156,1.0021
932.5,10.3486,7.6368,0.096,0.571,0.9507
933.0,9.5442,7.4415,0.0973,0.5296,0.9202
933.5,9.1601,7.1637,0.0969,0.4906,0.8775
934.0,9.6022,7.3116,0.1032,0.4726,0.8783
934.5,9.7036,7.0801,0.1008,0.4538,0.8332
935.0,8.7688,6.9094,0.1008,0.4051,0.8101
935.5,7.5803,7.5213,0.1131,0.4059,0.8867
936.0,8.2977,8.3823,0.1356,0.4278,0.9853
936.5,9.2108,9.0344,0.1567,0.449,1.0452
937.0,8.6818,9.2693,0.1655,0.4892,1.0414
937.5,8.6746,8.7254,0.1641,0.4654,0.9298
938.0,9.4065,8.0,0.1543,0.4188,0.817
938.5,10.1529,7.6559,0.1604,0.3984,0.7328
939.0,9.9428,7.826,0.1708,0.3995,0.7271
939.5,10.0805,7.0016,0.1552,0.361,0.6445
940.0,10.653,7.506,0.1693,0.3588,0.6948
940.5,10.9501,7.9704,0.1771,0.329,0.7675
941.0,11.5806,8.8584,0.1942,0.2982,0.8853
941.5,11.7473,10.3191,0.2301,0.297,1.0379
942.0,12.0081,10.5004,0.2372,0.2838,1.0584
942.5,12.6096,10.5556,0.2362,0.288,1.0612
943.0,12.0734,10.497,0.2261,0.3261,1.0597
943.5,11.0878,9.9697,0.2014,0.3279,1.0282
944.0,9.6312,9.4931,0.1782,0.3328,1.0048
944.5,8.6528,8.4179,0.1636,0.3415,0.8725
945.0,8.3992,8.5549,0.1792,0.3971,0.8583
945.5,9.3558,8.4695,0.1894,0.4511,0.8136
946.0,10.0152,8.3845,0.1904,0.4517,0.79
946.5,8.9572,7.9777,0.18,0.4039,0.7482
947.0,8.3992,6.6766,0.1518,0.3179,0.6277
947.5,9.2471,6.2908,0.1456,0.2923,0.5876
948.0,8.3412,6.2848,0.144,0.2977,0.5949
948.5,8.4209,6.1903,0.1439,0.3069,0.57
949.0,9.5152,6.1328,0.1412,0.33,0.5587
949.5,8.4934,6.5403,0.1446,0.4054,0.5849
950.0,8.0731,6.3322,0.1338,0.4077,0.5711
950.5,9.305,7.1607,0.1444,0.4584,0.6751
951.0,9.7254,7.2306,0.1424,0.4619,0.6967
951.5,9.0297,7.0793,0.1328,0.4523,0.6991
952.0,8.921,7.0138,0.126,0.4484,0.695
952.5,7.9716,6.782,0.1209,0.4277,0.6715
953.0,7.3484,6.8176,0.1179,0.4108,0.6878
953.5,8.5441,7.3701,0.1277,0.4462,0.7502
954.0,9.2253,7.8132,0.1353,0.5023,0.7993
954.5,9.1021,8.096,0.1359,0.5293,0.8562
955.0,8.2615,8.2257,0.1296,0.5291,0.9098
955.5,8.2253,8.3208,0.1154,0.4984,0.9698
956.0,9.7181,8.5246,0.0978,0.4323,1.0831
956.5,10.3486,8.3042,0.0827,0.4208,1.1321
957.0,11.0878,7.4376,0.0678,0.3828,1.0778
957.5,11.7183,7.031,0.0571,0.415,1.0435
958.0,10.4501,6.8284,0.0491,0.4727,1.0259
958.5,9.4935,6.934,0.0491,0.5218,1.0307
959.0,8.6093,6.7759,0.0355,0.5082,1.049
959.5,7.3339,6.2978,0.0297,0.4423,1.0075
960.0,7.0585,6.3649,0.0312,0.4184,1.0484
960.5,6.9933,7.3351,0.0366,0.4686,1.2345
961.0,7.9426,7.916,0.0416,0.5382,1.3081
961.5,10.1022,8.5648,0.0456,0.6346,1.3969
962.0,9.6312,8.3098,0.046,0.6593,1.3343
962.5,8.2832,7.7868,0.0424,0.7362,1.2027
963.0,8.3195,7.7851,0.0455,0.7793,1.1795
963.5,7.9934,7.811,0.0497,0.8309,1.1431
964.0,7.5513,7.8382,0.0552,0.8144,1.1243
964.5,7.747,7.1005,0.05,0.7002,1.0135
965.0,9.2108,6.0856,0.0437,0.5793,0.858
965.5,10.2254,5.64,0.0475,0.527,0.7706
966.0,9.2688,6.4529,0.0667,0.5952,0.8469
966.5,8.2035,7.6827,0.0939,0.7213,0.9451
967.0,8.1021,8.7629,0.1206,0.8149,0.9909
967.5,9.2688,8.8621,0.135,0.8185,0.9149
968.0,9.7616,8.7221,0.1436,0.7339,0.8688
968.5,9.3413,9.0242,0.1596,0.6924,0.8903
969.0,9.2978,9.6383,0.1717,0.6838,0.9802
969.5,8.9137,9.4891,0.169,0.6675,0.9725
970.0,8.0658,8.9676,0.1579,0.6198,0.9298
970.5,7.1237,7.6577,0.1336,0.5361,0.7982
971.0,7.2687,7.0016,0.1302,0.5067,0.7022
971.5,8.3267,6.9409,0.1329,0.4629,0.7059
972.0,8.5369,6.5238,0.1299,0.4106,0.6605
972.5,8.718,5.8995,0.1274,0.3163,0.5984
973.0,8.1093,5.8076,0.1277,0.2449,0.6108
973.5,6.8991,6.1314,0.1363,0.2242,0.6645
974.0,6.9353,7.0282,0.1553,0.2131,0.7984
974.5,7.3484,7.5141,0.1658,0.2588,0.8661
975.0,8.3992,6.9172,0.1614,0.2538,0.7814
975.5,9.9645,6.805,0.1583,0.2354,0.7775
976.0,10.2399,6.3063,0.136,0.2171,0.7456
976.5,8.9862,6.5296,0.1273,0.2309,0.7942
977.0,7.9209,6.8962,0.1236,0.2658,0.8551
977.5,8.3702,7.2583,0.1369,0.3346,0.8615
978.0,8.4716,7.9538,0.1532,0.433,0.911
978.5,8.3629,7.6511,0.1492,0.4665,0.8321
979.0,8.1455,7.2395,0.1403,0.4791,0.7656
979.5,7.1817,6.6198,0.1298,0.4601,0.6713
980.0,6.6599,6.6031,0.1355,0.4802,0.6421
980.5,7.3846,6.6177,0.1413,0.5181,0.6023
981.0,7.6455,6.804,0.15,0.5275,0.5947
981.5,6.9643,7.5074,0.1622,0.6078,0.6545
982.0,7.6165,8.2732,0.1798,0.6985,0.707
982.5,9.4282,9.0902,0.1823,0.8123,0.8116
983.0,9.9428,8.6123,0.1652,0.8287,0.7795
983.5,9.8196,7.7269,0.1405,0.7814,0.7127
984.0,9.4645,6.8052,0.1198,0.7151,0.6298
984.5,6.9425,6.4919,0.1179,0.688,0.5854
985.0,5.5656,6.7813,0.1332,0.7062,0.5888
985.5,7.7035,7.371,0.156,0.7548,0.6296
986.0,11.0516,7.3296,0.1756,0.7263,0.6008
986.5,12.385,7.0611,0.1932,0.7139,0.5377
987.0,10.1095,6.2387,0.1883,0.6552,0.4384
987.5,6.7541,5.3456,0.1672,0.5735,0.3648
988.0,5.6816,4.945,0.1525,0.5331,0.3467
988.5,5.7758,4.602,0.1414,0.4812,0.3361
989.0,5.4134,4.7013,0.1405,0.4689,0.369
989.5,6.2251,5.4882,0.1656,0.5428,0.4315
990.0,7.5803,6.235,0.1876,0.6112,0.5051
990.5,7.3991,6.453,0.193,0.6069,0.5376
991.0,6.7106,6.7011,0.1984,0.5972,0.5858
991.5,7.1817,6.6217,0.1884,0.5712,0.6195
992.0,7.5875,6.7948,0.1915,0.5358,0.6648
992.5,7.1672,6.78,0.188,0.5251,0.676
993.0,7.0657,6.341,0.1837,0.4676,0.6153
993.5,7.1962,5.9642,0.182,0.4546,0.5373
994.0,6.4063,6.2908,0.1988,0.4688,0.5389
994.5,6.8266,6.7561,0.214,0.4672,0.5791
995.0,8.5659,7.0014,0.2104,0.4444,0.6404
995.5,8.5659,6.9186,0.1916,0.4076,0.6811
996.0,7.8702,7.075,0.1737,0.4179,0.7525
996.5,7.3846,7.5536,0.1572,0.4455,0.8717
997.0,7.8919,8.2141,0.1445,0.4436,1.0465
997.5,9.9863,8.2089,0.1219,0.3827,1.1771
998.0,10.8849,7.9858,0.1031,0.3036,1.2575
998.5,8.776,7.5692,0.0869,0.2355,1.2689
999.0,7.0875,7.5413,0.0794,0.2251,1.2944
999.5,7.6527,7.3559,0.0751,0.2396,1.2558
1000.0,8.1238,7.6144,0.0743,0.3058,1.287
1000.5,8.7978,7.6458,0.0816,0.3667,1.2535
1001.0,10.0442,7.5707,0.0792,0.393,1.23
1001.5,9.6529,7.6038,0.0825,0.4424,1.1929
1002.0,8.2253,7.7752,0.0861,0.4991,1.1779
1002.5,8.1818,8.2656,0.0988,0.5746,1.2122
1003.0,8.8485,8.3987,0.1042,0.5629,1.2298
1003.5,9.4717,8.3364,0.1024,0.5356,1.2366
1004.0,10.5733,8.8314,0.1133,0.5395,1.322
1004.5,10.3776,9.2173,0.1182,0.563,1.3974
1005.0,9.6456,9.6789,0.1343,0.6038,1.4737
1005.5,9.8341,9.8356,0.1481,0.6508,1.4834
1006.0,9.479,8.9997,0.1421,0.6472,1.3422
1006.5,8.5948,8.2879,0.1418,0.6563,1.1996
1007.0,7.3411,7.7065,0.1366,0.6177,1.0934
1007.5,7.1165,7.2872,0.1372,0.5909,0.989
1008.0,9.3268,8.0139,0.1577,0.6595,1.0457
1008.5,10.3776,7.5845,0.1553,0.6345,0.9571
1009.0,8.7398,7.524,0.1639,0.6381,0.908
1009.5,7.073,7.0666,0.1664,0.5832,0.8412
1010.0,8.2253,7.2084,0.1878,0.5608,0.8292
1010.5,9.6456,7.7009,0.2106,0.5531,0.8775
1011.0,8.9644,7.2741,0.2083,0.4976,0.8269
1011.5,8.8557,7.1869,0.2083,0.4322,0.8516
1012.0,8.4861,6.4461,0.1912,0.3416,0.7852
1012.5,8.0658,5.9246,0.1742,0.2749,0.7499
1013.0,8.8195,5.9203,0.1651,0.2836,0.7563
1013.5,8.5151,5.9359,0.1554,0.2884,0.7759
1014.0,7.4716,6.2723,0.1533,0.323,0.8291
1014.5,7.5803,6.675,0.1543,0.3359,0.9021
1015.0,8.276,6.5867,0.1419,0.3367,0.8944
1015.5,8.3267,6.8528,0.1394,0.3423,0.9307
1016.0,7.3556,7.2904,0.141,0.3507,0.9823
1016.5,7.5948,7.5763,0.1342,0.3068,1.0479
1017.0,8.5224,7.7226,0.1276,0.2959,1.0849
1017.5,7.8702,7.4664,0.1186,0.3104,1.0419
1018.0,6.7976,7.3112,0.1088,0.347,1.0053
1018.5,7.7107,7.3087,0.1057,0.3914,0.9735
1019.0,8.8557,7.3397,0.1045,0.4094,0.9567
1019.5,7.5078,6.629,0.0937,0.3978,0.8348
1020.0,7.6238,6.4663,0.0923,0.4009,0.8003
1020.5,8.5079,6.5668,0.0938,0.4124,0.8064
1021.0,8.1745,7.3192,0.0963,0.4723,0.9018
1021.5,8.4934,7.5556,0.0995,0.4998,0.9111
1022.0,9.0587,7.4049,0.0902,0.4922,0.9015
1022.5,8.805,7.1531,0.0801,0.4937,0.8645
1023.0,8.0513,7.2531,0.0813,0.4839,0.8855
1023.5,9.1529,7.3155,0.088,0.4595,0.8975
1024.0,11.0226,7.35,0.1009,0.4205,0.8923
1024.5,10.5588,7.3311,0.113,0.3988,0.8733
1025.0,9.7688,7.0049,0.1198,0.3736,0.7996
1025.5,9.4862,6.6847,0.1185,0.3525,0.7411
1026.0,8.5514,6.3866,0.1191,0.3137,0.7006
1026.5,8.1021,6.7327,0.1338,0.3097,0.7306
1027.0,9.3195,7.2164,0.1517,0.3196,0.7714
1027.5,10.8921,7.583,0.167,0.3083,0.7986
1028.0,11.7038,7.7315,0.1738,0.2908,0.8245
1028.5,11.3849,7.9048,0.1787,0.2382,0.8708
1029.0,10.0442,8.3111,0.1903,0.2175,0.9327
1029.5,9.7036,8.4376,0.1896,0.1998,0.9739
1030.0,10.566,8.4051,0.1765,0.1546,1.0289
1030.5,9.9645,8.0443,0.1583,0.1145,1.0145
1031.0,9.6529,8.1816,0.1539,0.0914,1.0458
1031.5,10.3051,7.9041,0.1495,0.0607,1.0086
1032.0,10.2182,8.3792,0.1717,0.0673,1.0449
1032.5,9.1239,8.4793,0.1858,0.058,1.0537
1033.0,9.7616,8.3378,0.1875,0.0474,1.0411
1033.5,10.1022,8.493,0.1896,0.0514,1.0906
1034.0,9.8413,8.4969,0.1775,0.1035,1.1155
1034.5,10.3124,8.3985,0.1624,0.1451,1.1333
1035.0,9.6601,8.5804,0.1517,0.1808,1.2055
1035.5,9.7978,8.2811,0.1342,0.1714,1.25
1036.0,11.211,8.4229,0.1322,0.177,1.3462
1036.5,11.6965,8.8927,0.1289,0.1896,1.5039
1037.0,10.624,8.9378,0.1247,0.1914,1.5292
1037.5,9.4645,9.1912,0.1266,0.1981,1.5723
1038.0,10.5805,8.8391,0.1154,0.1884,1.5173
1038.5,12.298,8.3267,0.112,0.1707,1.4133
1039.0,11.5009,7.6777,0.105,0.1563,1.2892
1039.5,10.6457,6.5167,0.0885,0.1323,1.0931
1040.0,9.6674,5.7906,0.0777,0.1216,0.9646
1040.5,6.7179,5.4647,0.0716,0.1222,0.9119
1041.0,4.7177,5.5466,0.0722,0.1443,0.921
1041.5,4.167,6.3535,0.082,0.1843,1.0562
1042.0,5.6381,7.0528,0.0836,0.2229,1.1887
1042.5,9.1021,7.7984,0.0844,0.2706,1.31
1043.0,11.1675,8.7957,0.0846,0.3115,1.4916
1043.5,11.0588,8.927,0.0862,0.317,1.5102
1044.0,10.1022,9.2735,0.0905,0.3103,1.5443
1044.5,9.0079,8.8203,0.0909,0.2569,1.4646
1045.0,9.392,8.8324,0.0944,0.2474,1.4622
1045.5,10.9211,9.016,0.1021,0.2733,1.4482
1046.0,10.8486,8.8297,0.1084,0.3082,1.3215
1046.5,9.7688,9.338,0.1324,0.3712,1.2801
1047.0,8.9934,8.9298,0.1441,0.3805,1.1509
1047.5,9.2833,8.8104,0.1485,0.4351,1.0914
1048.0,9.3413,8.7177,0.1521,0.5149,1.0305
1048.5,9.3775,8.3304,0.151,0.5706,0.931
1049.0,9.5369,8.434,0.1607,0.6139,0.9054
1049.5,9.0297,8.2936,0.1657,0.6299,0.8543
1050.0,8.4934,7.9591,0.1672,0.6098,0.7984
1050.5,8.9355,8.2045,0.1786,0.6428,0.8007
1051.0,9.8051,8.0085,0.1754,0.6295,0.776
