DEPT,GR,GRTO,POTA,THOR,URAN
3084.0,48.4275,48.6185,1.5331,3.7612,3.1998
3084.5,47.2898,50.0445,1.6187,3.9969,3.1706
3085.0,53.7649,51.3204,1.7062,4.269,3.1021
3085.5,58.7689,50.9942,1.7367,4.3921,2.9469
3086.0,55.5223,48.3669,1.6774,4.2444,2.7057
3086.5,53.1924,47.2779,1.6726,4.1261,2.586
3087.0,52.5329,47.4179,1.6736,4.0729,2.6269
3087.5,51.2176,48.6505,1.7102,4.1148,2.7315
3088.0,54.8012,50.895,1.7788,4.2874,2.8885
3088.5,60.269,53.6787,1.8513,4.4421,3.1318
3089.0,64.7766,57.8104,1.9822,4.7379,3.4095
3089.5,69.2878,62.0861,2.0792,4.9118,3.8188
3090.0,72.683,63.5772,2.0787,4.9909,3.9916
3090.5,72.9547,62.8688,2.0087,4.8639,4.0546
3091.0,71.0814,62.3458,1.946,4.7693,4.1335
3091.5,69.0523,63.0533,1.9208,4.7325,4.3319
3092.0,68.9798,62.4731,1.844,4.6142,4.4396
3092.5,69.911,62.8653,1.7822,4.5857,4.5843
3093.0,70.8749,63.4258,1.7304,4.4901,4.7461
3093.5,75.0817,65.4364,1.7117,4.4738,5.0434
3094.0,80.5894,72.3993,1.8259,4.8909,5.6923
3094.5,88.1878,80.3064,1.9392,5.3398,6.5222
3095.0,98.0508,85.5799,1.9974,5.6137,7.1198
3095.5,103.4208,87.879,1.9767,5.7482,7.4759
3096.0,99.2792,89.2134,1.9342,5.7367,7.7616
3096.5,95.1448,95.521,2.0164,6.1824,8.3616
3097.0,112.7476,108.6784,2.2451,7.2076,9.5001
3097.5,141.3802,121.0048,2.4604,8.0318,10.6409
3098.0,146.7755,121.4509,2.4181,8.0588,10.7814
3098.5,126.8899,109.5551,2.154,7.3442,9.7314
3099.0,101.7721,90.2138,1.7563,6.1488,7.9989
3099.5,83.0751,72.701,1.4307,5.0417,6.3511
3100.0,74.607,64.4706,1.2929,4.4987,5.5637
3100.5,76.1361,65.0862,1.3256,4.5359,5.5885
3101.0,82.1511,73.5588,1.5315,5.1824,6.2311
3101.5,89.8147,85.6136,1.8127,6.2063,7.1002
3102.0,100.4206,98.8756,2.1346,7.3838,8.0004
3102.5,117.4943,104.2355,2.308,8.0389,8.2052
3103.0,122.444,98.4107,2.2534,7.8657,7.513
3103.5,98.2139,82.1906,1.9539,6.7197,6.1236
3104.0,68.0776,64.0704,1.5819,5.3961,4.6326
3104.5,55.6346,53.4178,1.3407,4.4754,3.8504
3105.0,56.8195,53.6057,1.3585,4.5114,3.8182
3105.5,64.291,57.1886,1.4685,4.9429,3.9673
3106.0,72.2011,61.7481,1.6034,5.4889,4.1363
3106.5,78.3102,65.133,1.7023,5.9491,4.2542
3107.0,80.6582,65.9292,1.7123,6.0813,4.3129
3107.5,77.4551,65.3736,1.6871,6.0325,4.3313
3108.0,72.712,65.6558,1.7025,6.0585,4.3504
3108.5,72.2989,66.5042,1.7583,6.1118,4.3665
3109.0,75.1723,68.6033,1.8392,6.2773,4.4864
3109.5,78.9479,73.4253,1.9745,6.6711,4.8317
3110.0,88.9994,84.5964,2.2548,7.7148,5.641
3110.5,110.1025,102.8437,2.7334,9.4299,6.9013
3111.0,133.1984,120.9857,3.2239,11.1276,8.0922
3111.5,150.0402,127.6905,3.4125,11.8211,8.5033
3112.0,145.1377,118.3149,3.1837,10.8431,7.8867
3112.5,114.2731,96.9285,2.6149,8.7956,6.5135
3113.0,82.0279,75.7106,2.0518,6.6829,5.1841
3113.5,66.6318,62.0642,1.6872,5.4114,4.2764
3114.0,64.9723,57.6276,1.5745,5.0097,3.9772
3114.5,65.8817,58.5295,1.6154,5.067,4.015
3115.0,64.8853,60.6087,1.7015,5.2812,4.0685
3115.5,68.4001,61.5048,1.7372,5.2218,4.1557
3116.0,74.8824,61.0549,1.7205,4.9971,4.2112
3116.5,75.7629,60.8572,1.7197,4.8519,4.2686
3117.0,70.0125,59.992,1.7109,4.748,4.2208
3117.5,63.7439,58.7426,1.7159,4.7548,4.0524
3118.0,62.0191,58.8538,1.7426,4.8951,3.9809
3118.5,67.4072,60.5966,1.8174,5.1987,3.998
3119.0,77.1869,68.1804,2.0474,5.9204,4.477
3119.5,88.4523,77.6834,2.3668,6.7208,5.0249
3120.0,99.4495,82.2815,2.5385,7.0367,5.2631
3120.5,98.0907,78.2976,2.4511,6.6417,4.9257
3121.0,81.767,69.2084,2.1771,5.8193,4.3149
3121.5,66.784,59.3088,1.8716,4.9894,3.6736
3122.0,61.0553,52.536,1.6623,4.3628,3.2521
3122.5,57.7471,49.6878,1.6026,4.1041,3.0169
3123.0,57.5587,46.7165,1.5323,3.8808,2.7699
3123.5,57.3014,44.997,1.5032,3.8445,2.5499
3124.0,53.7359,44.9343,1.519,3.9625,2.4535
3124.5,54.9172,46.4416,1.5697,4.2539,2.4551
3125.0,60.4176,50.4619,1.7162,4.7435,2.5939
3125.5,63.3779,54.0592,1.8569,5.234,2.7242
3126.0,60.6893,54.0915,1.9048,5.4723,2.5558
3126.5,58.6602,52.2914,1.8725,5.5179,2.3633
3127.0,56.1745,49.4923,1.7913,5.3577,2.1602
3127.5,56.718,49.7518,1.8038,5.4295,2.154
3128.0,59.1711,51.5824,1.8795,5.6393,2.2011
3128.5,58.8414,54.3794,1.9809,5.8793,2.3474
3129.0,60.8814,55.9831,2.0407,6.0572,2.4074
3129.5,62.3887,56.1375,2.0286,6.1806,2.4186
3130.0,59.4102,57.0462,2.0332,6.4287,2.4728
3130.5,58.6203,57.3302,2.0067,6.6471,2.4953
3131.0,61.4068,56.1166,1.9364,6.5648,2.4938
3131.5,62.6641,54.3949,1.8436,6.3501,2.5148
3132.0,62.1278,51.7315,1.729,6.0672,2.4438
3132.5,61.6568,50.3489,1.6399,5.9794,2.4491
3133.0,60.5009,51.6955,1.6139,6.2356,2.6067
3133.5,59.3921,56.238,1.6611,6.8511,2.9834
3134.0,61.3887,62.5551,1.7266,7.4229,3.6508
3134.5,65.5846,66.6761,1.7167,7.6118,4.2808
3135.0,71.8496,68.6462,1.6125,7.3217,4.9354
3135.5,74.7085,66.1757,1.4156,6.5422,5.166
3136.0,74.3099,66.0534,1.2918,6.1051,5.4664
3136.5,75.5745,69.3739,1.2667,6.0008,5.9803
3137.0,77.2123,74.4671,1.3169,6.011,6.6151
3137.5,82.0061,82.798,1.4288,6.3245,7.5253
3138.0,91.1952,89.8772,1.5205,6.5703,8.31
3138.5,105.1673,100.5139,1.6634,7.2503,9.3725
3139.0,122.8136,113.1435,1.8136,8.2812,10.6019
3139.5,141.3765,131.7359,2.0671,9.7149,12.3965
3140.0,166.0668,158.1879,2.4637,11.9501,14.8047
3140.5,195.3335,175.6622,2.7393,13.4229,16.3609
3141.0,205.3849,176.4223,2.7898,13.7777,16.2228
3141.5,183.1115,163.2321,2.5976,13.0827,14.8451
3142.0,159.425,148.9239,2.3728,12.1558,13.4206
3142.5,160.6425,145.7837,2.3153,12.0229,13.0996
3143.0,170.2845,142.5897,2.2848,11.9169,12.6953
3143.5,163.8963,126.7266,2.0562,10.7198,11.191
3144.0,130.7562,100.3667,1.6743,8.5782,8.7317
3144.5,92.8838,76.9998,1.342,6.716,6.5142
3145.0,76.8355,64.2796,1.1882,5.779,5.2109
3145.5,73.7374,60.5712,1.2113,5.7257,4.6231
3146.0,71.2191,59.7655,1.2866,5.9506,4.3017
3146.5,70.114,60.675,1.4204,6.4123,4.0663
3147.0,72.4148,61.9515,1.5309,6.8654,3.9314
3147.5,73.7048,62.0384,1.5951,7.1491,3.7473
3148.0,69.2914,61.8639,1.6506,7.4415,3.5206
3148.5,65.0918,60.9457,1.692,7.6754,3.2191
3149.0,67.4253,62.3616,1.7979,7.9938,3.1407
3149.5,73.1395,63.8348,1.9149,8.2527,3.0675
3150.0,75.8789,63.4533,1.9345,8.1139,3.0675
3150.5,73.212,61.4118,1.9001,7.6028,3.0457
3151.0,69.7951,59.8112,1.8582,7.182,3.0798
3151.5,68.2587,58.0054,1.81,6.7819,3.037
3152.0,67.5739,57.2775,1.804,6.5498,2.9979
3152.5,66.6789,57.8182,1.8417,6.4994,3.0068
3153.0,71.6358,59.6041,1.9165,6.5646,3.1243
3153.5,76.9333,61.2543,1.9819,6.4796,3.2941
3154.0,73.1758,61.7292,2.0178,6.398,3.3346
3154.5,66.4543,59.53,1.9527,6.0457,3.263
3155.0,63.8997,58.2045,1.9222,5.8386,3.2104
3155.5,64.2657,56.8115,1.8583,5.6385,3.2219
3156.0,64.2294,54.445,1.7575,5.4001,3.1617
3156.5,61.4068,54.2718,1.7277,5.4765,3.1823
3157.0,60.8343,54.1078,1.6944,5.5276,3.2353
3157.5,64.2222,55.2649,1.7236,5.8157,3.2838
3158.0,63.5953,56.0814,1.7553,6.0796,3.2608
3158.5,60.3089,55.7668,1.7514,6.1437,3.2053
3159.0,58.8812,55.3032,1.7598,6.2829,3.0482
3159.5,58.1167,56.1426,1.7843,6.4649,3.0403
3160.0,58.0986,56.6035,1.7899,6.6483,2.9805
3160.5,61.0662,57.2615,1.8063,6.9352,2.8791
3161.0,62.8815,59.079,1.8348,7.4586,2.8739
3161.5,66.2405,60.0184,1.8452,7.8193,2.8435
3162.0,71.3785,59.4904,1.8069,7.9363,2.7966
3162.5,68.3348,57.8085,1.7289,7.7787,2.7661
3163.0,61.53,56.4473,1.6721,7.5438,2.7597
3163.5,59.5516,57.2213,1.6727,7.704,2.7946
3164.0,63.2366,60.0326,1.716,8.0111,3.0064
3164.5,68.8059,60.586,1.701,8.0739,3.0532
3165.0,71.5271,58.2694,1.6059,7.818,2.9376
3165.5,69.3059,56.6982,1.5677,7.6707,2.7664
3166.0,63.146,57.4406,1.6024,7.957,2.6597
3166.5,62.9757,61.467,1.7222,8.5993,2.7629
3167.0,73.2736,66.0413,1.853,9.3442,2.8869
3167.5,78.7342,66.9359,1.8823,9.6017,2.8402
3168.0,75.0274,66.0558,1.8512,9.37,2.833
3168.5,72.0054,64.7553,1.822,9.0734,2.8007
3169.0,74.6433,62.9616,1.7655,8.6079,2.8171
3169.5,76.3753,61.8249,1.7386,8.3647,2.7992
3170.0,72.6069,60.2799,1.7183,8.2252,2.6585
3170.5,70.1502,60.0906,1.7175,8.2859,2.6361
3171.0,72.3677,62.5965,1.7822,8.4738,2.8605
3171.5,73.857,64.2308,1.8222,8.3793,3.1036
3172.0,71.7554,64.0415,1.8001,7.9861,3.3034
3172.5,73.0743,59.8856,1.6792,7.2169,3.214
3173.0,72.3496,53.2321,1.5013,6.4081,2.8175
3173.5,62.0771,48.7085,1.3699,5.7191,2.6063
3174.0,55.3665,46.1571,1.318,5.2135,2.4743
3174.5,54.9896,47.2824,1.3542,5.0374,2.6247
3175.0,54.6128,51.1151,1.4606,5.0676,2.9998
3175.5,60.0299,57.6206,1.6137,5.4567,3.5641
3176.0,70.5741,63.6796,1.7383,5.7756,4.153
3176.5,75.5528,69.5089,1.8319,6.0409,4.7955
3177.0,81.4735,75.5305,1.9457,6.4135,5.3792
3177.5,90.659,85.8204,2.1878,7.0132,6.2715
3178.0,105.834,104.1149,2.6096,8.4327,7.7442
3178.5,131.8939,123.1897,3.0443,9.9915,9.23
3179.0,154.8594,133.2665,3.2031,10.8513,10.1701
3179.5,160.0845,133.3366,3.1078,10.7084,10.441
3180.0,151.5331,122.2508,2.7836,9.5289,9.8212
3180.5,133.9666,114.5828,2.5668,8.5747,9.4722
3181.0,122.6614,114.58,2.5493,8.3788,9.6114
3181.5,133.731,117.3991,2.5997,8.5511,9.9166
3182.0,148.993,116.141,2.5645,8.5527,9.7911
3182.5,130.825,105.338,2.3257,7.9088,8.7898
3183.0,100.3372,97.3108,2.1354,7.2725,8.1552
3183.5,102.7541,97.0627,2.1011,7.2502,8.2471
3184.0,119.6901,103.758,2.2243,7.7956,8.8963
3184.5,123.7774,106.9267,2.2907,8.3412,9.1369
3185.0,117.4291,103.5264,2.2275,8.536,8.6913
3185.5,109.414,97.3937,2.1206,8.4529,7.9736
3186.0,99.5872,91.6241,2.0199,8.2502,7.3427
3186.5,90.4416,84.3915,1.8859,7.7253,6.6645
3187.0,81.5858,78.7997,1.8117,7.3239,6.0668
3187.5,76.4115,73.8872,1.7397,6.8771,5.6117
3188.0,80.1364,71.8443,1.7326,6.7438,5.3559
3188.5,82.4555,70.1155,1.7131,6.6337,5.1685
3189.0,78.9045,66.9595,1.6622,6.4242,4.8678
3189.5,73.8606,65.5175,1.6629,6.3937,4.6632
3190.0,69.1936,62.972,1.6192,6.2764,4.424
3190.5,65.6136,58.6292,1.525,5.9038,4.0674
3191.0,62.4974,53.6006,1.3825,5.4882,3.6769
3191.5,58.6566,47.1055,1.1918,4.8782,3.2281
3192.0,52.4097,44.3527,1.1041,4.6997,3.0167
3192.5,46.268,43.9472,1.0858,4.73,2.9761
3193.0,46.2752,44.2222,1.104,4.8359,2.9463
3193.5,49.732,45.2816,1.1477,4.9077,3.0082
3194.0,49.6958,44.2547,1.1532,4.8091,2.8846
3194.5,49.395,45.0055,1.188,4.8639,2.967
3195.0,51.5546,47.7796,1.2863,5.0772,3.1783
3195.5,55.236,53.1837,1.451,5.5099,3.6069
3196.0,63.6135,61.3703,1.7378,6.2705,4.1193
3196.5,79.1581,68.0534,2.0064,7.1181,4.4006
3197.0,89.8473,71.2003,2.186,7.7639,4.3392
3197.5,88.5574,70.6472,2.2215,7.9064,4.1584
3198.0,82.6004,68.9534,2.1945,7.8209,3.9975
3198.5,79.977,68.4705,2.2043,7.5957,4.0124
3199.0,79.2378,70.7065,2.3198,7.7602,4.1113
3199.5,78.5421,71.0634,2.3836,7.6469,4.0895
3200.0,78.4697,71.5133,2.4147,7.6761,4.0827
3200.5,78.7305,69.9343,2.3564,7.5936,3.9621
3201.0,78.5639,68.0288,2.2798,7.4265,3.8686
3201.5,75.4912,67.1347,2.2768,7.3525,3.7523
3202.0,75.0781,67.6753,2.3445,7.2111,3.7615
3202.5,75.8318,69.3855,2.4643,7.2023,3.8287
3203.0,73.7881,69.4273,2.4871,7.1098,3.8776
3203.5,74.1251,67.563,2.4247,6.8804,3.8212
3204.0,75.6832,64.7483,2.2974,6.5568,3.7729
3204.5,75.3716,64.3219,2.2479,6.4258,3.8706
3205.0,74.9875,65.7325,2.2623,6.4319,4.0537
3205.5,74.8317,65.1274,2.2305,6.4657,3.9576
3206.0,75.1868,64.5783,2.188,6.5812,3.8282
3206.5,73.7084,61.7269,2.0603,6.3422,3.6541
3207.0,68.8023,59.8841,1.9747,6.0285,3.6053
3207.5,63.9758,58.9512,1.9078,5.7719,3.6296
3208.0,65.1643,59.3522,1.9013,5.6176,3.7065
3208.5,68.2116,59.1637,1.8788,5.6261,3.6442
3209.0,68.7986,58.6562,1.8514,5.7649,3.5057
3209.5,68.0087,58.4604,1.83,5.9132,3.4064
3210.0,67.4072,58.2077,1.8411,6.065,3.2281
3210.5,67.7768,60.652,1.9418,6.1767,3.3487
3211.0,70.0596,62.6256,2.0248,6.2035,3.4746
3211.5,71.7047,62.1806,2.0395,6.0611,3.4781
3212.0,68.1174,59.906,1.9669,5.9441,3.3422
3212.5,61.28,56.2097,1.8533,5.7073,3.0795
3213.0,59.4972,54.5735,1.8007,5.5705,2.9605
3213.5,63.2221,54.4536,1.7967,5.4871,2.9229
3214.0,64.7295,56.8681,1.8835,5.6068,3.0305
3214.5,66.1644,57.5123,1.9247,5.6693,2.9531
3215.0,69.2806,58.3761,1.9488,5.769,2.9609
3215.5,70.4038,59.425,1.9592,5.8059,3.1014
3216.0,68.3602,60.4796,1.9402,5.6885,3.3706
3216.5,64.2584,61.558,1.9325,5.5481,3.6346
3217.0,63.0192,60.4537,1.876,5.2406,3.6932
3217.5,62.6424,59.5349,1.8135,5.0573,3.756
3218.0,62.1061,60.0397,1.7926,5.1458,3.8856
3218.5,64.2657,60.9142,1.778,5.2094,4.1132
3219.0,67.3094,66.0698,1.8851,5.5997,4.6613
3219.5,75.8173,75.7138,2.1316,6.3456,5.4807
3220.0,92.9925,88.1814,2.4389,7.3079,6.5685
3220.5,111.8019,95.5345,2.6073,7.9496,7.2222
3221.0,112.6932,93.8899,2.5701,7.9753,7.0549
3221.5,98.7864,84.9212,2.3313,7.2442,6.3523
3222.0,88.0537,79.7261,2.1997,6.707,5.9343
3222.5,85.1042,84.5733,2.3147,6.8765,6.3864
3223.0,100.243,94.8289,2.5467,7.4883,7.319
3223.5,125.7159,104.16,2.7355,8.1341,8.209
3224.0,130.9555,102.3447,2.6575,8.1399,8.0854
3224.5,107.6385,91.2449,2.3307,7.4134,7.2296
3225.0,81.5351,77.2654,1.9738,6.3968,6.0993
3225.5,67.8602,66.0763,1.703,5.5954,5.1665
3226.0,62.2655,60.9498,1.6044,5.2771,4.6861
3226.5,63.5845,59.7259,1.6049,5.3783,4.4801
3227.0,66.8021,59.9321,1.6297,5.5191,4.4489
3227.5,69.7371,62.2565,1.7074,5.8894,4.5681
3228.0,71.9837,65.4517,1.8332,6.2072,4.7391
3228.5,78.2667,72.6913,2.0854,6.9237,5.1365
3229.0,85.6296,79.844,2.358,7.5504,5.4656
3229.5,90.2097,82.4156,2.4861,7.72,5.5144
3230.0,93.2316,79.7465,2.4486,7.2828,5.2751
3230.5,87.8544,72.6184,2.2684,6.493,4.7688
3231.0,77.4116,66.0847,2.0915,5.8565,4.3159
3231.5,71.1104,60.7142,1.9329,5.3147,3.9634
3232.0,65.8709,56.515,1.807,5.0403,3.6129
3232.5,60.0661,55.9656,1.8043,5.0239,3.5036
3233.0,59.1892,57.559,1.8709,5.3192,3.4862
3233.5,65.0918,59.8944,1.9833,5.6269,3.5047
3234.0,68.9508,59.7395,2.0026,5.6894,3.4161
3234.5,66.9144,59.098,2.0236,5.6157,3.3088
3235.0,65.8781,58.5455,2.0459,5.6156,3.1634
3235.5,66.8637,58.7514,2.0788,5.6185,3.1144
3236.0,67.1282,59.0778,2.0988,5.6094,3.1031
3236.5,67.563,58.2795,2.049,5.4245,3.1189
3237.0,66.1644,58.9175,2.0689,5.3027,3.201
3237.5,64.5845,60.6196,2.1175,5.3482,3.3142
3238.0,64.8237,61.1309,2.0975,5.3093,3.4051
3238.5,68.0051,61.6247,2.0117,5.1665,3.6348
3239.0,71.3822,61.6227,1.8631,4.8448,3.8848
3239.5,69.2008,61.5309,1.6819,4.5644,4.1466
3240.0,66.2006,61.4676,1.5454,4.3034,4.3472
3240.5,67.4181,60.5151,1.4153,4.0703,4.4543
3241.0,69.6755,58.5971,1.3105,3.7198,4.4836
3241.5,67.3203,58.344,1.2591,3.5248,4.6081
3242.0,65.8491,60.9355,1.2799,3.4836,4.9561
3242.5,70.0886,65.8017,1.3387,3.5419,5.5342
3243.0,76.2775,85.1269,1.6597,4.2431,7.4935
3243.5,102.0258,130.759,2.424,5.9487,12.028
3244.0,172.1542,198.1492,3.4741,8.2378,18.923
3244.5,250.0187,249.0967,4.1451,9.4527,24.511
3245.0,269.2267,258.8723,4.1072,9.3969,25.9866
3245.5,232.2167,225.0956,3.4822,7.8523,22.9418
3246.0,184.4269,176.4819,2.6899,6.2076,18.0767
3246.5,154.1094,143.9743,2.19,5.0727,14.7691
3247.0,142.2607,130.1374,1.9747,4.6124,13.3379
3247.5,138.7387,129.148,1.955,4.5429,13.2711
3248.0,149.8301,138.6157,2.0979,4.828,14.291
3248.5,169.8316,157.3193,2.4034,5.4927,16.2075
3249.0,187.2169,177.6896,2.7733,6.3597,18.2376
3249.5,207.5373,185.639,3.0006,6.9086,18.9771
3250.0,209.7693,177.5945,3.0181,6.8373,18.0798
3250.5,186.1734,152.2049,2.7171,5.9759,15.4581
3251.0,154.0768,124.5484,2.321,5.0382,12.5019
3251.5,123.6035,100.7622,1.9247,4.33,9.9438
3252.0,98.261,80.7909,1.5745,3.7529,7.8132
3252.5,73.4838,64.955,1.2858,3.2895,6.1331
3253.0,58.9609,54.3384,1.1145,2.9996,4.9439
3253.5,55.9752,49.8574,1.0622,2.989,4.3404
3254.0,56.7434,51.6313,1.1508,3.3577,4.2819
3254.5,65.1788,57.5725,1.3394,4.0648,4.5789
3255.0,76.2448,66.0075,1.5764,4.8318,5.1775
3255.5,83.6657,73.9886,1.7803,5.5094,5.8007
3256.0,92.1663,80.726,1.9061,6.0651,6.3886
3256.5,101.8228,87.1849,2.034,6.5546,6.8946
3257.0,107.0624,91.487,2.0911,6.9463,7.2744
3257.5,107.1276,95.8787,2.1769,7.195,7.6584
3258.0,107.8414,101.4505,2.2884,7.4924,8.134
3258.5,113.8237,105.7807,2.3377,7.5649,8.6509
3259.0,117.7588,108.0619,2.3357,7.4832,9.0301
3259.5,113.331,108.596,2.2681,7.1854,9.3872
3260.0,112.1388,108.9332,2.1922,6.8353,9.7787
3260.5,120.1612,108.804,2.0997,6.4374,10.1354
3261.0,123.4368,110.8155,2.0273,6.4048,10.6287
3261.5,121.683,113.8107,1.995,6.3726,11.1532
3262.0,135.1116,116.0248,1.9569,6.2871,11.571
3262.5,147.7901,112.545,1.8687,5.9326,11.3311
3263.0,130.9845,99.4724,1.6405,5.0628,10.1147
3263.5,97.7573,80.9962,1.3353,4.1029,8.249
3264.0,75.7339,71.1336,1.1829,3.6425,7.214
3264.5,72.1503,72.7836,1.2096,3.7704,7.3527
3265.0,86.9196,84.1899,1.4113,4.456,8.4128
3265.5,109.2836,102.3791,1.7324,5.5481,10.1088
3266.0,123.8354,121.4065,2.0727,6.595,11.9203
3266.5,139.2351,139.0538,2.4027,7.5109,13.6445
3267.0,155.9899,144.7292,2.4729,7.8534,14.3154
3267.5,157.7147,137.9933,2.3694,7.6114,13.6334
3268.0,145.3515,123.4393,2.0969,7.0542,12.1744
3268.5,128.0531,109.2821,1.8481,6.4569,10.7212
3269.0,115.8348,100.3535,1.7141,6.0815,9.7425
3269.5,109.2473,92.4122,1.5838,5.7004,8.9149
3270.0,100.917,86.6623,1.5198,5.4625,8.215
3270.5,94.8875,83.9336,1.5202,5.4155,7.7893
3271.0,92.5468,82.2464,1.5592,5.4563,7.4407
3271.5,90.8003,81.9047,1.6161,5.5476,7.2832
3272.0,89.1516,80.5895,1.6257,5.5638,7.1357
3272.5,89.0501,78.6239,1.5944,5.3741,7.0242
3273.0,86.2818,77.3302,1.5366,5.3194,7.0001
3273.5,86.8326,76.9731,1.4826,5.2552,7.1239
3274.0,92.4127,80.4981,1.488,5.4254,7.6412
3274.5,95.239,85.273,1.5119,5.6693,8.3364
3275.0,101.3989,90.6076,1.6023,6.0469,8.9008
3275.5,106.0659,90.9671,1.626,6.2039,8.894
3276.0,100.3264,88.9357,1.629,6.1611,8.6078
3276.5,91.0503,87.8571,1.6575,6.2737,8.3177
3277.0,89.4705,92.8638,1.786,6.5921,8.7334
3277.5,110.7474,99.8486,1.9251,6.9276,9.4556
3278.0,133.2129,103.6076,1.9654,7.0611,9.9927
3278.5,128.6038,101.9149,1.8898,6.7611,10.0778
3279.0,112.6606,93.6368,1.7196,6.1131,9.3432
3279.5,98.0218,86.9209,1.6112,5.586,8.6612
3280.0,88.5356,83.0182,1.5576,5.291,8.2277
3280.5,88.753,83.6381,1.5625,5.3524,8.2888
3281.0,97.3696,87.7779,1.613,5.6803,8.7414
3281.5,105.0658,92.5428,1.6748,6.0391,9.2487
3282.0,107.5189,95.4236,1.743,6.3503,9.4135
3282.5,109.4321,92.9384,1.7218,6.3732,8.9919
3283.0,102.3519,89.2885,1.6859,6.3827,8.4469
3283.5,90.5756,86.8374,1.6728,6.4592,8.0362
3284.0,93.5867,85.1046,1.7062,6.5132,7.6482
3284.5,100.1959,82.859,1.7512,6.4867,7.1768
3285.0,93.4273,77.6494,1.7221,6.2355,6.4631
3285.5,82.4482,70.6365,1.6292,5.7307,5.7227
3286.0,76.1506,66.1575,1.5553,5.41,5.2762
3286.5,73.8751,67.8591,1.6174,5.5797,5.388
3287.0,79.3357,72.2488,1.7452,5.9587,5.6978
3287.5,88.1914,77.2183,1.922,6.5118,5.8852
3288.0,92.9309,79.9863,2.0667,6.7902,5.8399
3288.5,93.0106,78.2443,2.0998,6.7973,5.3662
3289.0,89.3038,75.1996,2.0779,6.7687,4.8566
3289.5,84.4339,75.2082,2.098,7.0584,4.6958
3290.0,82.7453,77.9423,2.1997,7.6693,4.6873
3290.5,87.2674,81.9736,2.3174,8.1615,4.9092
3291.0,94.623,84.2135,2.3949,8.3489,5.0315
3291.5,94.7028,82.1684,2.3501,8.1141,4.9131
3292.0,85.5789,76.7792,2.1909,7.509,4.6668
3292.5,76.8463,71.4318,2.0444,6.968,4.3779
3293.0,74.9114,65.3462,1.8783,6.3163,4.06
3293.5,75.5926,60.359,1.7373,5.7511,3.8041
3294.0,73.9041,58.5673,1.6817,5.5219,3.7369
3294.5,72.1648,61.5342,1.7302,5.7851,4.0175
3295.0,75.339,68.4268,1.879,6.4203,4.5736
3295.5,81.9337,72.7372,1.9322,6.7849,5.0359
3296.0,84.2672,73.7271,1.9102,6.8066,5.2502
3296.5,76.1796,71.8013,1.8415,6.4844,5.1962
3297.0,69.7878,69.4323,1.7707,6.2084,5.0454
3297.5,72.817,69.5454,1.7542,6.152,5.1246
3298.0,75.6289,69.1748,1.7195,6.0107,5.205
3298.5,76.9333,70.9181,1.735,6.0191,5.5055
3299.0,81.2959,75.9632,1.8203,6.2374,6.1117
3299.5,93.5432,82.8927,1.9691,6.517,6.8432
3300.0,107.7182,90.9104,2.1476,6.88,7.6341
3300.5,112.6099,100.023,2.3634,7.3501,8.4569
3301.0,117.2334,106.9036,2.558,7.7507,8.9796
3301.5,123.9513,110.0909,2.6558,7.8166,9.2412
3302.0,128.1111,109.0201,2.6637,7.598,9.118
3302.5,126.8066,104.7938,2.5711,7.2613,8.7166
3303.0,121.6251,100.0467,2.4589,6.8378,8.3232
3303.5,118.8422,95.3024,2.3565,6.4604,7.8743
3304.0,111.6388,89.9825,2.2337,5.9746,7.4397
3304.5,98.7538,86.3882,2.1695,5.6109,7.124
3305.0,93.9382,85.9674,2.1973,5.5388,7.0288
3305.5,92.3004,86.3188,2.2481,5.5707,6.9703
3306.0,88.7567,85.3491,2.2774,5.4754,6.7816
3306.5,88.1008,85.3682,2.3199,5.3955,6.718
3307.0,87.2348,81.9078,2.2541,5.2048,6.3804
3307.5,86.0173,83.3303,2.2977,5.4606,6.4244
3308.0,87.9378,83.9728,2.325,5.7197,6.3765
3308.5,94.4527,85.8923,2.4107,6.1494,6.335
3309.0,100.1561,90.0046,2.5941,6.7346,6.349
3309.5,105.0985,91.9324,2.7045,7.0428,6.2846
3310.0,108.7292,88.6175,2.6433,6.9779,5.9043
3310.5,98.906,79.1653,2.3403,6.3018,5.3258
3311.0,80.8321,68.5347,1.9864,5.633,4.6649
3311.5,70.6575,59.1863,1.6961,5.0321,4.0263
3312.0,67.3746,55.685,1.5845,4.9154,3.7446
3312.5,63.7656,54.1317,1.5393,4.8872,3.5892
3313.0,56.4608,53.1695,1.5268,4.8573,3.453
3313.5,57.5333,56.3148,1.6412,5.1769,3.5899
3314.0,68.3348,60.7517,1.8059,5.6652,3.7815
3314.5,72.7555,63.5571,1.9335,6.0292,3.8498
3315.0,70.777,62.0613,1.906,5.7359,3.7907
3315.5,69.69,58.8155,1.8087,5.1867,3.6936
3316.0,66.7441,55.6679,1.7023,4.7777,3.5927
3316.5,62.4757,54.9115,1.6724,4.6944,3.5862
3317.0,59.5624,55.4349,1.6779,4.7927,3.6439
3317.5,61.5263,56.4007,1.7104,4.7301,3.7637
3318.0,66.3456,56.8829,1.7214,4.6507,3.8496
3318.5,65.9107,56.6357,1.6993,4.5079,3.9262
3319.0,61.8742,56.167,1.654,4.4698,3.9754
3319.5,61.0625,54.4689,1.5662,4.3837,3.9524
3320.0,62.7293,56.4227,1.5937,4.6025,4.1679
